year,team_id,team,W,L,G,RS,RA,home_wp,away_wp,onerun_wp,onerun_n,xi_wp,ERA,WHIP,K9,BB9,SV,SVO,BS,sv_pct,FIP,era_fip_diff,HR9,babip_against,go_ao,ir_pct,SB,CS,sb_pct,LOB,OPS,babip_off,SV_top1,Top1_SV_Ratio
2017,113,Cincinnati Reds,68,94,162,753,869,0.4814814814814814,0.3580246913580246,0.3714285714285714,35,0.3,5.17,1.45,8.18,3.97,33,48,15,0.6875,5.092,0.078,1.561,0.3,1.12,0.296,120,39,0.7547169811320755,1135,0.762,0.294,28,0.8484848484848485
2017,119,Los Angeles Dodgers,104,58,162,770,580,0.7037037037037037,0.5802469135802469,0.5681818181818182,44,0.6666666666666666,3.38,1.15,9.65,2.75,51,68,17,0.75,3.682,-0.302,1.147,0.284,1.0,0.28,77,28,0.7333333333333333,1146,0.771,0.293,41,0.803921568627451
2017,109,Arizona Diamondbacks,93,69,162,812,659,0.6419753086419753,0.5061728395061729,0.5576923076923077,52,0.75,3.66,1.27,9.26,3.22,43,63,20,0.6825396825396826,3.809,-0.149,1.068,0.297,1.3,0.245,103,30,0.7744360902255639,1118,0.774,0.306,39,0.9069767441860465
2017,115,Colorado Rockies,87,75,162,824,757,0.5679012345679012,0.5061728395061729,0.6,35,0.4,4.51,1.38,7.95,3.33,47,62,15,0.7580645161290323,4.336,0.174,1.19,0.309,1.31,0.234,59,34,0.6344086021505376,1088,0.782,0.332,41,0.8723404255319149
2017,135,San Diego Padres,71,91,162,604,816,0.5308641975308642,0.345679012345679,0.5,38,0.3636363636363636,4.67,1.38,8.34,3.49,45,62,17,0.7258064516129032,4.691,-0.021,1.422,0.301,1.19,0.329,89,33,0.7295081967213115,1037,0.692,0.287,22,0.4888888888888889
2017,137,San Francisco Giants,64,98,162,639,776,0.4691358024691358,0.3209876543209876,0.4893617021276595,47,0.631578947368421,4.5,1.38,7.65,3.07,32,55,23,0.5818181818181818,4.228,0.272,1.128,0.312,1.01,0.319,76,34,0.6909090909090909,1093,0.689,0.294,14,0.4375
2018,111,Boston Red Sox,108,54,162,876,647,0.7037037037037037,0.6296296296296297,0.6410256410256411,39,0.6153846153846154,3.75,1.25,9.61,3.16,46,66,20,0.696969696969697,3.828,-0.078,1.086,0.295,0.9,0.322,125,31,0.8012820512820513,1124,0.792,0.309,42,0.9130434782608695
2018,147,New York Yankees,100,62,162,851,669,0.654320987654321,0.5802469135802469,0.575,40,0.6428571428571429,3.78,1.24,10.1,3.05,49,67,18,0.7313432835820896,3.643,0.137,1.094,0.302,0.97,0.342,63,21,0.75,1100,0.78,0.285,32,0.6530612244897959
2018,139,Tampa Bay Rays,90,72,162,716,646,0.6296296296296297,0.4814814814814814,0.4745762711864407,59,0.4166666666666667,3.74,1.2,8.83,3.11,52,74,22,0.7027027027027027,3.827,-0.087,1.019,0.279,0.99,0.317,128,51,0.7150837988826816,1156,0.739,0.317,25,0.4807692307692308
2018,141,Toronto Blue Jays,73,89,162,709,832,0.4938271604938271,0.4074074074074074,0.575,40,0.625,4.85,1.41,8.15,3.46,39,59,20,0.6610169491525424,4.539,0.311,1.306,0.308,0.93,0.309,47,30,0.6103896103896104,1036,0.739,0.286,25,0.6410256410256411
2018,110,Baltimore Orioles,47,115,162,622,892,0.345679012345679,0.2345679012345679,0.2926829268292683,41,0.3076923076923077,5.18,1.5,7.57,3.7,28,46,18,0.6086956521739131,4.99,0.19,1.472,0.312,0.96,0.31,81,22,0.7864077669902912,1027,0.689,0.286,15,0.5357142857142857
2018,114,Cleveland Indians,91,71,162,818,648,0.6049382716049383,0.5185185185185185,0.4782608695652174,46,0.3076923076923077,3.77,1.2,9.54,2.51,41,58,17,0.7068965517241379,3.795,-0.025,1.235,0.299,0.97,0.264,135,36,0.7894736842105263,1147,0.766,0.291,27,0.6585365853658537
2018,142,Minnesota Twins,78,84,162,738,775,0.6049382716049383,0.3580246913580246,0.4166666666666667,36,0.3846153846153846,4.5,1.38,8.59,3.57,37,65,28,0.5692307692307692,4.403,0.097,1.235,0.304,0.94,0.318,47,27,0.6351351351351351,1087,0.723,0.298,25,0.6756756756756757
2018,116,Detroit Tigers,64,98,162,630,796,0.4691358024691358,0.3209876543209876,0.4230769230769231,52,0.5,4.58,1.34,7.67,3.1,37,61,24,0.6065573770491803,4.595,-0.015,1.364,0.292,0.84,0.315,70,30,0.7,1071,0.68,0.293,32,0.8648648648648649
2018,145,Chicago White Sox,62,100,162,656,848,0.3703703703703703,0.3950617283950617,0.375,40,0.5,4.83,1.43,7.89,4.09,34,53,19,0.6415094339622641,4.74,0.09,1.228,0.293,0.87,0.388,98,41,0.7050359712230215,1050,0.703,0.304,20,0.5882352941176471
2018,118,Kansas City Royals,58,104,162,638,833,0.3950617283950617,0.3209876543209876,0.3877551020408163,49,0.3846153846153846,4.94,1.46,7.27,3.45,33,57,24,0.5789473684210527,4.672,0.268,1.288,0.311,0.95,0.378,117,38,0.7548387096774194,1063,0.697,0.293,14,0.42424242424242425
2018,117,Houston Astros,103,59,162,797,534,0.5679012345679012,0.7037037037037037,0.5,48,0.4545454545454545,3.11,1.1,10.44,2.69,46,67,21,0.6865671641791045,3.242,-0.132,0.94,0.284,1.03,0.251,71,26,0.7319587628865979,1052,0.754,0.289,26,0.5652173913043478
2018,133,Oakland Athletics,97,65,162,813,674,0.6172839506172839,0.5802469135802469,0.6888888888888889,45,0.6842105263157895,3.81,1.21,7.6,2.91,44,62,18,0.7096774193548387,4.193,-0.383,1.13,0.271,1.01,0.34,35,21,0.625,1085,0.764,0.294,38,0.8636363636363636
2018,136,Seattle Mariners,89,73,162,677,711,0.5555555555555556,0.5432098765432098,0.631578947368421,57,0.9333333333333332,4.13,1.24,8.25,2.49,60,81,21,0.7407407407407407,4.064,0.066,1.212,0.296,0.95,0.381,79,37,0.6810344827586207,1084,0.722,0.295,57,0.95
2018,108,Los Angeles Angels,80,82,162,721,722,0.5185185185185185,0.4691358024691358,0.6341463414634146,41,0.4166666666666667,4.15,1.32,8.68,3.42,35,61,26,0.5737704918032787,4.371,-0.221,1.284,0.295,0.94,0.264,89,22,0.8018018018018018,1071,0.726,0.277,14,0.4
2018,140,Texas Rangers,67,95,162,737,848,0.419753086419753,0.4074074074074074,0.3870967741935484,31,0.5,4.92,1.4,7.05,3.09,42,56,14,0.75,4.8,0.12,1.396,0.301,1.0,0.33,74,35,0.6788990825688074,1093,0.722,0.292,29,0.6904761904761905
2018,144,Atlanta Braves,90,72,162,759,657,0.5308641975308642,0.5802469135802469,0.6571428571428571,35,0.4285714285714285,3.75,1.28,8.79,3.92,40,60,20,0.6666666666666666,3.997,-0.247,0.946,0.281,1.0,0.316,90,36,0.7142857142857143,1143,0.741,0.302,16,0.4
2018,120,Washington Nationals,82,80,162,771,682,0.5061728395061729,0.5061728395061729,0.4285714285714285,42,0.2857142857142857,4.04,1.25,8.82,3.03,40,54,14,0.7407407407407407,4.158,-0.118,1.232,0.289,0.9,0.23,119,33,0.7828947368421053,1180,0.754,0.297,25,0.625
2018,143,Philadelphia Phillies,80,82,162,677,728,0.6049382716049383,0.382716049382716,0.5609756097560976,41,0.5714285714285714,4.14,1.29,9.12,3.11,44,64,20,0.6875,3.843,0.297,1.065,0.306,1.11,0.275,69,26,0.7263157894736842,1120,0.707,0.289,16,0.36363636363636365
2018,121,New York Mets,77,85,162,676,707,0.4567901234567901,0.4938271604938271,0.3809523809523809,42,0.5,4.07,1.27,8.91,2.98,41,59,18,0.6949152542372882,3.977,0.093,1.14,0.298,0.95,0.332,71,39,0.6454545454545455,1104,0.701,0.283,17,0.4146341463414634
2018,146,Miami Marlins,63,98,161,589,809,0.4691358024691358,0.3125,0.475,40,0.6,4.76,1.38,7.8,3.78,30,53,23,0.5660377358490566,4.575,0.185,1.198,0.293,0.91,0.342,45,31,0.5921052631578947,1123,0.66,0.293,10,0.3333333333333333
2018,158,Milwaukee Brewers,96,67,163,754,659,0.6296296296296297,0.5487804878048781,0.6346153846153846,52,0.5625,3.73,1.24,8.8,3.41,49,74,25,0.6621621621621622,4.015,-0.285,1.066,0.282,1.0,0.297,124,32,0.7948717948717948,1106,0.747,0.302,16,0.32653061224489793
2018,112,Chicago Cubs,95,68,163,761,645,0.6219512195121951,0.5432098765432098,0.5098039215686274,51,0.5789473684210527,3.65,1.31,8.13,3.79,46,65,19,0.7076923076923077,4.145,-0.495,0.957,0.287,1.09,0.303,66,38,0.6346153846153846,1224,0.743,0.313,22,0.4782608695652174
2018,138,St. Louis Cardinals,88,74,162,759,691,0.5308641975308642,0.5555555555555556,0.5,44,0.5,3.85,1.34,8.27,3.67,43,64,21,0.671875,3.98,-0.13,0.891,0.297,1.08,0.301,63,32,0.6631578947368421,1101,0.73,0.294,28,0.6511627906976745
2018,134,Pittsburgh Pirates,82,79,161,692,693,0.55,0.4691358024691358,0.5686274509803921,51,0.5833333333333334,4.0,1.31,8.38,3.12,40,60,20,0.6666666666666666,4.068,-0.068,1.092,0.299,0.99,0.302,70,38,0.6481481481481481,1071,0.724,0.298,37,0.925
2018,113,Cincinnati Reds,67,95,162,696,819,0.4567901234567901,0.3703703703703703,0.2564102564102564,39,0.3684210526315789,4.63,1.4,7.86,3.32,38,57,19,0.6666666666666666,4.693,-0.063,1.424,0.303,1.09,0.253,77,33,0.7,1179,0.729,0.307,30,0.7894736842105263
2018,119,Los Angeles Dodgers,92,71,163,804,610,0.5487804878048781,0.5802469135802469,0.5,44,0.5333333333333333,3.38,1.15,9.54,2.57,48,74,26,0.6486486486486487,3.608,-0.228,1.091,0.286,1.09,0.263,75,24,0.7575757575757576,1163,0.775,0.294,38,0.7916666666666666
2018,115,Colorado Rockies,91,72,163,780,745,0.5802469135802469,0.5365853658536586,0.6341463414634146,41,0.4545454545454545,4.33,1.31,8.73,3.25,51,78,27,0.6538461538461539,4.069,0.261,1.14,0.302,1.16,0.375,95,33,0.7421875,1067,0.757,0.304,43,0.8431372549019608
2018,109,Arizona Diamondbacks,82,80,162,693,644,0.4938271604938271,0.5185185185185185,0.392156862745098,51,0.3571428571428571,3.72,1.25,8.91,3.21,39,66,27,0.5909090909090909,3.924,-0.204,1.07,0.292,1.27,0.3,79,25,0.7596153846153846,1086,0.707,0.286,32,0.8205128205128205
2018,137,San Francisco Giants,73,89,162,603,699,0.5185185185185185,0.382716049382716,0.4642857142857143,56,0.5238095238095238,3.95,1.31,7.82,3.23,36,66,30,0.5454545454545454,3.989,-0.039,0.961,0.297,1.06,0.295,77,34,0.6936936936936937,1101,0.668,0.299,14,0.3888888888888889
2018,135,San Diego Padres,66,96,162,617,767,0.382716049382716,0.4320987654320987,0.5116279069767442,43,0.3125,4.4,1.34,8.64,3.21,36,53,17,0.6792452830188679,4.109,0.291,1.143,0.308,1.08,0.302,95,36,0.7251908396946565,1028,0.677,0.294,24,0.6666666666666666
2019,147,New York Yankees,103,59,162,943,739,0.7037037037037037,0.5679012345679012,0.4864864864864865,37,0.6363636363636364,4.31,1.3,9.57,3.16,50,78,28,0.6410256410256411,4.424,-0.114,1.547,0.297,0.95,0.287,55,22,0.7142857142857143,1039,0.829,0.306,37,0.74
2019,139,Tampa Bay Rays,96,66,162,769,656,0.5925925925925926,0.5925925925925926,0.5897435897435898,39,0.5789473684210527,3.65,1.17,9.9,2.77,46,75,29,0.6133333333333333,3.611,0.039,1.105,0.291,1.05,0.277,94,37,0.7175572519083969,1130,0.756,0.306,20,0.43478260869565216
2019,111,Boston Red Sox,84,78,162,901,828,0.4691358024691358,0.5679012345679012,0.5111111111111111,45,0.5294117647058824,4.7,1.38,9.99,3.7,33,64,31,0.515625,4.239,0.461,1.315,0.314,1.02,0.301,68,30,0.6938775510204082,1170,0.806,0.313,16,0.48484848484848486
2019,141,Toronto Blue Jays,67,95,162,726,828,0.4320987654320987,0.3950617283950617,0.4390243902439024,41,0.4666666666666667,4.79,1.43,8.32,3.77,33,43,10,0.7674418604651163,4.78,0.01,1.425,0.301,0.99,0.28,51,20,0.7183098591549296,1003,0.733,0.28,23,0.696969696969697
2019,110,Baltimore Orioles,54,108,162,729,981,0.3086419753086419,0.3580246913580246,0.3333333333333333,33,0.2,5.59,1.46,7.78,3.5,27,54,27,0.5,5.521,0.069,1.902,0.296,0.89,0.38,84,30,0.7368421052631579,1063,0.725,0.293,11,0.4074074074074074
2019,142,Minnesota Twins,101,61,162,939,754,0.5679012345679012,0.6790123456790124,0.6571428571428571,35,0.4166666666666667,4.18,1.3,9.0,2.78,50,72,22,0.6944444444444444,3.981,0.199,1.218,0.311,0.97,0.32,28,21,0.5714285714285714,1115,0.832,0.3,30,0.6
2019,114,Cleveland Indians,93,69,162,769,657,0.6049382716049383,0.5432098765432098,0.4838709677419355,31,0.4615384615384615,3.76,1.22,9.44,2.82,42,58,16,0.7241379310344828,4.013,-0.253,1.296,0.293,0.86,0.289,103,35,0.7463768115942029,1072,0.755,0.289,34,0.8095238095238095
2019,145,Chicago White Sox,72,89,161,708,832,0.4875,0.4074074074074074,0.4375,32,0.5,4.9,1.43,8.36,3.71,33,50,17,0.66,4.848,0.052,1.517,0.303,1.04,0.326,63,28,0.6923076923076923,1071,0.728,0.329,30,0.9090909090909091
2019,118,Kansas City Royals,59,103,162,691,869,0.382716049382716,0.345679012345679,0.375,40,0.3076923076923077,5.2,1.48,7.77,3.68,37,60,23,0.6166666666666667,4.856,0.344,1.396,0.312,1.02,0.364,117,39,0.75,1056,0.71,0.301,30,0.8108108108108109
2019,116,Detroit Tigers,47,114,161,582,915,0.2716049382716049,0.3125,0.3888888888888889,36,0.375,5.24,1.46,8.59,3.37,31,56,25,0.5535714285714286,4.795,0.445,1.57,0.319,0.97,0.361,57,20,0.7402597402597403,1069,0.682,0.308,22,0.7096774193548387
2019,117,Houston Astros,107,55,162,920,640,0.7407407407407407,0.5802469135802469,0.5581395348837209,43,0.7142857142857143,3.66,1.13,10.28,2.76,47,67,20,0.7014925373134329,3.933,-0.273,1.416,0.272,1.0,0.266,67,27,0.7127659574468085,1168,0.847,0.296,38,0.8085106382978723
2019,133,Oakland Athletics,97,65,162,845,680,0.6419753086419753,0.5555555555555556,0.5510204081632653,49,0.4,3.97,1.24,7.98,2.93,45,77,32,0.5844155844155844,4.292,-0.322,1.235,0.279,0.9,0.307,49,21,0.7,1081,0.775,0.282,25,0.5555555555555556
2019,140,Texas Rangers,78,84,162,810,878,0.5555555555555556,0.4074074074074074,0.5434782608695652,46,0.5384615384615384,5.06,1.46,8.63,3.65,33,47,14,0.7021276595744681,4.793,0.267,1.508,0.314,0.91,0.333,131,38,0.7751479289940828,1066,0.75,0.304,14,0.42424242424242425
2019,108,Los Angeles Angels,72,90,162,769,868,0.4691358024691358,0.419753086419753,0.45,40,0.3,5.12,1.38,8.76,3.59,32,47,15,0.6808510638297872,4.998,0.122,1.666,0.291,0.9,0.337,65,20,0.7647058823529411,1125,0.746,0.281,23,0.71875
2019,136,Seattle Mariners,68,94,162,758,893,0.4320987654320987,0.4074074074074074,0.4693877551020408,49,0.6923076923076923,4.99,1.38,7.75,3.16,34,63,29,0.5396825396825397,4.956,0.034,1.626,0.291,1.02,0.38,115,47,0.7098765432098766,1080,0.74,0.287,24,0.7058823529411765
2019,144,Atlanta Braves,97,65,162,855,743,0.6172839506172839,0.5802469135802469,0.6363636363636364,44,0.6470588235294118,4.19,1.36,8.64,3.4,44,67,23,0.6567164179104478,4.345,-0.155,1.26,0.305,1.1,0.326,89,28,0.7606837606837606,1138,0.788,0.305,18,0.4090909090909091
2019,120,Washington Nationals,93,69,162,873,724,0.6172839506172839,0.5308641975308642,0.4473684210526316,38,0.4,4.27,1.29,9.45,3.23,40,69,29,0.5797101449275363,4.1,0.17,1.263,0.298,1.0,0.39,116,29,0.8,1114,0.796,0.306,29,0.725
2019,121,New York Mets,86,76,162,791,737,0.5925925925925926,0.4691358024691358,0.5106382978723404,47,0.4375,4.24,1.3,9.36,3.08,38,65,27,0.5846153846153846,4.054,0.186,1.257,0.307,1.02,0.295,56,27,0.6746987951807228,1128,0.77,0.299,26,0.6842105263157895
2019,143,Philadelphia Phillies,81,81,162,774,794,0.5555555555555556,0.4444444444444444,0.5,40,0.5384615384615384,4.53,1.37,8.62,3.38,36,57,21,0.631578947368421,4.836,-0.306,1.598,0.301,1.05,0.313,78,18,0.8125,1129,0.746,0.293,28,0.7777777777777778
2019,146,Miami Marlins,57,105,162,615,808,0.3703703703703703,0.3333333333333333,0.3636363636363636,44,0.4375,4.74,1.35,8.59,3.83,27,49,22,0.5510204081632653,4.851,-0.111,1.471,0.283,0.81,0.318,55,30,0.6470588235294118,1034,0.673,0.3,19,0.7037037037037037
2019,138,St. Louis Cardinals,91,71,162,764,662,0.6172839506172839,0.5061728395061729,0.5319148936170213,47,0.6666666666666666,3.8,1.27,8.72,3.4,52,73,21,0.7123287671232876,4.227,-0.427,1.19,0.285,1.13,0.289,116,29,0.8,1107,0.737,0.292,24,0.46153846153846156
2019,158,Milwaukee Brewers,89,73,162,769,766,0.6049382716049383,0.4938271604938271,0.6,45,0.4666666666666667,4.4,1.33,9.23,3.52,50,78,28,0.6410256410256411,4.418,-0.018,1.388,0.296,0.98,0.281,101,25,0.8015873015873016,1180,0.767,0.296,37,0.74
2019,112,Chicago Cubs,84,78,162,814,717,0.6296296296296297,0.4074074074074074,0.4130434782608695,46,0.3076923076923077,4.1,1.32,9.01,3.33,38,66,28,0.5757575757575758,4.203,-0.103,1.217,0.303,1.18,0.314,45,24,0.6521739130434783,1071,0.783,0.297,13,0.34210526315789475
2019,113,Cincinnati Reds,75,87,162,701,711,0.5061728395061729,0.419753086419753,0.4210526315789473,57,0.4666666666666667,4.18,1.26,9.71,3.35,46,69,23,0.6666666666666666,4.185,-0.005,1.339,0.289,1.09,0.329,80,38,0.6779661016949152,1073,0.737,0.288,34,0.7391304347826086
2019,134,Pittsburgh Pirates,69,93,162,758,911,0.4320987654320987,0.419753086419753,0.4318181818181818,44,0.3888888888888889,5.18,1.45,9.02,3.65,31,56,25,0.5535714285714286,4.735,0.445,1.506,0.318,1.05,0.322,64,29,0.6881720430107527,1103,0.741,0.309,28,0.9032258064516129
2019,119,Los Angeles Dodgers,106,56,162,886,613,0.7283950617283951,0.5802469135802469,0.5510204081632653,49,0.6,3.37,1.1,9.46,2.44,44,73,29,0.6027397260273972,3.683,-0.313,1.152,0.273,1.11,0.364,57,10,0.8507462686567164,1124,0.81,0.291,33,0.75
2019,109,Arizona Diamondbacks,85,77,162,813,743,0.5432098765432098,0.5061728395061729,0.48,50,0.5,4.25,1.31,8.77,3.17,45,69,24,0.6521739130434783,4.358,-0.108,1.352,0.298,1.05,0.233,88,14,0.8627450980392157,1119,0.757,0.293,18,0.4
2019,137,San Francisco Giants,77,85,162,678,773,0.4320987654320987,0.5185185185185185,0.7037037037037037,54,0.8125,4.38,1.3,8.38,3.18,41,63,22,0.6507936507936508,4.509,-0.129,1.391,0.289,0.98,0.292,47,28,0.6266666666666667,1069,0.694,0.29,34,0.8292682926829268
2019,115,Colorado Rockies,71,91,162,835,958,0.5308641975308642,0.345679012345679,0.5116279069767442,43,0.625,5.56,1.49,7.85,3.66,28,53,25,0.5283018867924528,5.186,0.374,1.678,0.311,1.29,0.375,71,31,0.696078431372549,1075,0.782,0.321,15,0.5357142857142857
2019,135,San Diego Padres,70,92,162,682,789,0.4444444444444444,0.419753086419753,0.52,50,0.4166666666666667,4.6,1.3,9.27,2.91,47,73,26,0.6438356164383562,4.174,0.426,1.351,0.303,1.01,0.332,70,37,0.6542056074766355,1008,0.718,0.293,41,0.8723404255319149
2020,139,Tampa Bay Rays,40,20,60,289,229,0.6896551724137931,0.6451612903225806,0.7368421052631579,19,0.5714285714285714,3.56,1.22,9.42,2.87,23,31,8,0.7419354838709677,3.923,-0.363,1.195,0.293,1.1,0.222,48,9,0.8421052631578947,424,0.753,0.3,6,0.2608695652173913
2020,147,New York Yankees,33,27,60,315,270,0.7096774193548387,0.3793103448275862,0.4615384615384615,13,0.7142857142857143,4.35,1.24,9.49,3.02,14,23,9,0.6086956521739131,4.374,-0.024,1.493,0.282,0.95,0.377,27,7,0.7941176470588235,409,0.789,0.28,8,0.5714285714285714
2020,141,Toronto Blue Jays,32,28,60,302,312,0.6538461538461539,0.4411764705882353,0.5652173913043478,23,0.4545454545454545,4.6,1.46,8.9,4.29,17,29,12,0.5862068965517241,4.709,-0.109,1.391,0.303,1.0,0.282,33,6,0.8461538461538461,404,0.766,0.297,7,0.4117647058823529
2020,110,Baltimore Orioles,25,35,60,274,294,0.3939393939393939,0.4444444444444444,0.3684210526315789,19,0.5,4.51,1.31,8.45,3.33,11,18,7,0.6111111111111112,4.581,-0.071,1.372,0.283,0.97,0.304,19,14,0.5757575757575758,410,0.75,0.309,5,0.45454545454545453
2020,111,Boston Red Sox,24,36,60,292,351,0.3548387096774194,0.4482758620689655,0.3076923076923077,13,0.0,5.58,1.6,9.22,4.33,14,27,13,0.5185185185185185,5.172,0.408,1.683,0.334,1.04,0.306,31,9,0.775,429,0.775,0.321,9,0.6428571428571429
2020,142,Minnesota Twins,36,24,60,269,215,0.7741935483870968,0.4137931034482758,0.6428571428571429,14,0.75,3.58,1.2,9.38,2.98,17,27,10,0.6296296296296297,3.772,-0.192,1.088,0.288,0.87,0.291,14,7,0.6666666666666666,378,0.742,0.283,9,0.5294117647058824
2020,114,Cleveland Indians,35,25,60,248,209,0.6,0.5666666666666667,0.5714285714285714,14,0.6666666666666666,3.29,1.11,10.43,2.64,20,28,8,0.7142857142857143,3.532,-0.242,1.142,0.287,0.9,0.262,25,10,0.7142857142857143,412,0.689,0.277,16,0.8
2020,145,Chicago White Sox,35,25,60,306,246,0.6,0.5666666666666667,0.3846153846153846,13,0.3333333333333333,3.81,1.26,8.93,3.71,13,25,12,0.52,4.303,-0.493,1.213,0.271,1.04,0.306,20,8,0.7142857142857143,400,0.779,0.314,12,0.9230769230769231
2020,118,Kansas City Royals,26,34,60,248,272,0.5,0.3666666666666666,0.4705882352941176,17,0.3333333333333333,4.3,1.38,9.0,3.67,19,20,1,0.95,4.474,-0.174,1.323,0.304,1.0,0.33,49,20,0.7101449275362319,395,0.711,0.297,7,0.3684210526315789
2020,116,Detroit Tigers,23,35,58,249,318,0.4444444444444444,0.3548387096774194,0.4375,16,0.3333333333333333,5.63,1.43,8.12,3.51,11,19,8,0.5789473684210527,5.147,0.483,1.664,0.299,0.99,0.306,19,6,0.76,337,0.7,0.314,5,0.45454545454545453
2020,133,Oakland Athletics,36,24,60,274,232,0.6875,0.5,0.5384615384615384,13,0.8571428571428571,3.77,1.23,8.84,2.88,17,21,4,0.8095238095238095,3.995,-0.225,1.206,0.286,0.83,0.338,26,3,0.896551724137931,401,0.718,0.271,14,0.8235294117647058
2020,117,Houston Astros,29,31,60,279,275,0.7142857142857143,0.28125,0.4166666666666667,24,0.2222222222222222,4.31,1.31,9.03,3.73,16,29,13,0.5517241379310345,4.307,0.003,1.202,0.289,1.03,0.33,22,11,0.6666666666666666,400,0.72,0.273,12,0.75
2020,136,Seattle Mariners,27,33,60,254,303,0.5833333333333334,0.3611111111111111,0.4666666666666667,15,0.4,5.03,1.38,8.17,4.01,15,24,9,0.625,4.894,0.136,1.377,0.281,0.84,0.5,50,16,0.7575757575757576,379,0.679,0.281,7,0.4666666666666667
2020,108,Los Angeles Angels,26,34,60,294,321,0.5161290322580645,0.3448275862068966,0.5,18,0.375,5.09,1.32,8.96,3.41,12,26,14,0.4615384615384615,4.465,0.625,1.405,0.287,0.84,0.369,21,8,0.7241379310344828,436,0.762,0.284,5,0.4166666666666667
2020,140,Texas Rangers,22,38,60,224,312,0.5333333333333333,0.2,0.5384615384615384,13,0.5,5.02,1.38,8.52,4.11,10,19,9,0.5263157894736842,4.861,0.159,1.412,0.279,0.84,0.333,49,14,0.7777777777777778,354,0.649,0.266,8,0.8
2020,144,Atlanta Braves,35,25,60,348,288,0.6333333333333333,0.5333333333333333,0.6470588235294118,17,0.4,4.41,1.36,8.69,3.78,13,19,6,0.6842105263157895,4.399,0.011,1.185,0.295,1.03,0.344,23,4,0.8518518518518519,446,0.832,0.322,11,0.8461538461538461
2020,146,Miami Marlins,31,29,60,263,304,0.4230769230769231,0.5882352941176471,0.5789473684210527,19,0.6,4.86,1.45,8.05,4.04,18,23,5,0.782608695652174,4.995,-0.135,1.464,0.298,1.14,0.336,51,14,0.7846153846153846,401,0.703,0.306,12,0.6666666666666666
2020,143,Philadelphia Phillies,28,32,60,306,311,0.59375,0.3214285714285714,0.4444444444444444,18,0.6,5.14,1.48,9.63,3.35,11,24,13,0.4583333333333333,4.407,0.733,1.449,0.344,1.28,0.311,35,8,0.813953488372093,425,0.781,0.299,5,0.45454545454545453
2020,120,Washington Nationals,26,34,60,293,301,0.4545454545454545,0.4074074074074074,0.4375,16,0.8,5.09,1.52,9.08,3.86,12,22,10,0.5454545454545454,4.998,0.092,1.681,0.317,0.85,0.277,33,12,0.7333333333333333,411,0.769,0.308,10,0.8333333333333334
2020,121,New York Mets,26,34,60,286,308,0.4137931034482758,0.4516129032258064,0.3529411764705882,17,0.2,4.98,1.42,10.06,3.84,11,18,7,0.6111111111111112,4.435,0.545,1.421,0.317,0.98,0.351,20,10,0.6666666666666666,450,0.807,0.32,6,0.5454545454545454
2020,112,Chicago Cubs,34,26,60,265,240,0.5757575757575758,0.5555555555555556,0.5263157894736842,19,0.75,3.99,1.22,9.08,3.16,16,21,5,0.7619047619047619,4.16,-0.17,1.285,0.279,1.15,0.351,24,10,0.7058823529411765,412,0.705,0.27,8,0.5
2020,138,St. Louis Cardinals,30,28,58,240,229,0.5185185185185185,0.5161290322580645,0.5384615384615384,13,0.25,3.9,1.23,8.83,3.88,13,18,5,0.7222222222222222,4.563,-0.663,1.313,0.252,1.04,0.286,18,10,0.6428571428571429,365,0.694,0.29,4,0.3076923076923077
2020,113,Cincinnati Reds,31,29,60,243,243,0.5517241379310345,0.4838709677419355,0.4666666666666667,15,1.0,3.84,1.22,10.98,3.8,9,16,7,0.5625,3.898,-0.058,1.196,0.279,0.99,0.275,29,9,0.7631578947368421,371,0.715,0.245,8,0.8888888888888888
2020,158,Milwaukee Brewers,29,31,60,247,264,0.5172413793103449,0.4516129032258064,0.6875,16,0.6,4.16,1.23,10.68,3.29,14,22,8,0.6363636363636364,3.779,0.381,1.166,0.297,1.23,0.4,15,11,0.5769230769230769,393,0.702,0.278,13,0.9285714285714286
2020,134,Pittsburgh Pirates,19,41,60,219,298,0.40625,0.2142857142857142,0.3478260869565217,23,0.1666666666666666,4.68,1.36,9.4,4.37,6,19,13,0.3157894736842105,4.78,-0.1,1.404,0.281,1.02,0.365,16,11,0.5925925925925926,355,0.641,0.268,4,0.6666666666666666
2020,119,Los Angeles Dodgers,43,17,60,349,213,0.7,0.7333333333333333,0.5833333333333334,12,0.8333333333333334,3.02,1.06,8.64,2.42,15,25,10,0.6,3.768,-0.748,1.104,0.253,1.07,0.292,29,8,0.7837837837837838,401,0.821,0.276,11,0.7333333333333333
2020,135,San Diego Padres,37,23,60,325,241,0.65625,0.5714285714285714,0.5,16,1.0,3.86,1.2,9.77,2.94,13,24,11,0.5416666666666666,3.854,0.006,1.211,0.29,1.0,0.299,55,13,0.8088235294117647,368,0.799,0.291,5,0.38461538461538464
2020,137,San Francisco Giants,29,31,60,299,297,0.5757575757575758,0.3703703703703703,0.5,16,0.4,4.64,1.32,8.48,3.65,13,24,11,0.5416666666666666,4.433,0.207,1.201,0.283,0.86,0.282,19,8,0.7037037037037037,411,0.786,0.311,4,0.3076923076923077
