game_pk,game_date,game_type,batter,inning,inning_topbot,at_bat_number,events,home_team,away_team,on_1b,on_2b,on_3b
777697,2025-05-31,R,673962,9,Bot,67,strikeout,TEX,STL,,,
777697,2025-05-31,R,694671,9,Bot,66,field_out,TEX,STL,,,
777697,2025-05-31,R,608369,9,Bot,65,strikeout,TEX,STL,,,
777697,2025-05-31,R,669701,8,Bot,59,field_out,TEX,STL,,,
777697,2025-05-31,R,543309,8,Bot,58,grounded_into_double_play,TEX,STL,543760,,
777697,2025-05-31,R,543760,8,Bot,57,walk,TEX,STL,,,
777697,2025-05-31,R,664059,7,Bot,52,field_out,TEX,STL,696030,,
777697,2025-05-31,R,669394,7,Bot,51,strikeout,TEX,STL,696030,,
777697,2025-05-31,R,696030,7,Bot,50,single,TEX,STL,,,
777697,2025-05-31,R,673962,7,Bot,49,strikeout,TEX,STL,,,
777697,2025-05-31,R,694671,6,Bot,44,strikeout,TEX,STL,,,
777697,2025-05-31,R,608369,6,Bot,43,field_out,TEX,STL,,,
777697,2025-05-31,R,669701,6,Bot,42,strikeout,TEX,STL,,,
777697,2025-05-31,R,543309,5,Bot,37,field_out,TEX,STL,543760,,664059
777697,2025-05-31,R,543760,5,Bot,36,single,TEX,STL,664059,,
777697,2025-05-31,R,664059,5,Bot,35,force_out,TEX,STL,669394,,
777697,2025-05-31,R,669394,5,Bot,34,single,TEX,STL,,,
777697,2025-05-31,R,696030,5,Bot,33,field_out,TEX,STL,,,
777697,2025-05-31,R,673962,4,Bot,28,field_out,TEX,STL,,,
777697,2025-05-31,R,694671,4,Bot,27,field_out,TEX,STL,,,
777697,2025-05-31,R,608369,4,Bot,26,field_out,TEX,STL,,,
777697,2025-05-31,R,669701,3,Bot,20,strikeout,TEX,STL,,,
777697,2025-05-31,R,543309,3,Bot,19,strikeout,TEX,STL,,,
777697,2025-05-31,R,543760,3,Bot,18,strikeout,TEX,STL,,,
777697,2025-05-31,R,664059,2,Bot,14,strikeout,TEX,STL,,,
777697,2025-05-31,R,669394,2,Bot,13,field_out,TEX,STL,696030,,
777697,2025-05-31,R,696030,2,Bot,12,walk,TEX,STL,,,
777697,2025-05-31,R,673962,1,Bot,7,strikeout,TEX,STL,608369,,
777697,2025-05-31,R,694671,1,Bot,6,strikeout,TEX,STL,608369,,
777697,2025-05-31,R,608369,1,Bot,5,single,TEX,STL,,,
777697,2025-05-31,R,669701,1,Bot,4,field_out,TEX,STL,,,
777709,2025-05-30,R,669394,8,Bot,73,field_out,TEX,STL,,,696030
777709,2025-05-30,R,571466,8,Bot,72,grounded_into_double_play,TEX,STL,673962,696030,
777709,2025-05-30,R,673962,8,Bot,71,single,TEX,STL,696030,,
777709,2025-05-30,R,696030,8,Bot,70,hit_by_pitch,TEX,STL,,,
777709,2025-05-30,R,694671,7,Bot,64,strikeout,TEX,STL,664059,,
777709,2025-05-30,R,664059,7,Bot,63,single,TEX,STL,,,
777709,2025-05-30,R,677649,7,Bot,62,field_out,TEX,STL,,,
777709,2025-05-30,R,543760,7,Bot,61,home_run,TEX,STL,543309,,
777709,2025-05-30,R,543309,7,Bot,60,single,TEX,STL,,,
777709,2025-05-30,R,669394,7,Bot,59,field_out,TEX,STL,,,
777709,2025-05-30,R,641680,6,Bot,55,field_out,TEX,STL,673962,694671,
777709,2025-05-30,R,673962,6,Bot,54,single,TEX,STL,694671,664059,543760
777709,2025-05-30,R,608369,6,Bot,53,strikeout,TEX,STL,694671,664059,543760
777709,2025-05-30,R,694671,6,Bot,52,walk,TEX,STL,664059,,543760
777709,2025-05-30,R,664059,6,Bot,51,single,TEX,STL,543760,543309,
777709,2025-05-30,R,677649,6,Bot,50,field_out,TEX,STL,543760,543309,
777709,2025-05-30,R,543760,6,Bot,49,single,TEX,STL,543309,669394,
777709,2025-05-30,R,543309,6,Bot,48,walk,TEX,STL,669394,,
777709,2025-05-30,R,669394,6,Bot,47,single,TEX,STL,,,
777709,2025-05-30,R,641680,5,Bot,42,grounded_into_double_play,TEX,STL,608369,,
777709,2025-05-30,R,673962,5,Bot,41,field_out,TEX,STL,608369,,
777709,2025-05-30,R,608369,5,Bot,40,single,TEX,STL,,,
777709,2025-05-30,R,694671,4,Bot,34,strikeout,TEX,STL,664059,543760,
777709,2025-05-30,R,664059,4,Bot,33,walk,TEX,STL,,543760,
777709,2025-05-30,R,677649,4,Bot,32,field_out,TEX,STL,543760,,
777709,2025-05-30,R,543760,4,Bot,31,single,TEX,STL,,,
777709,2025-05-30,R,543309,4,Bot,30,strikeout,TEX,STL,,,
777709,2025-05-30,R,669394,3,Bot,26,field_out,TEX,STL,,,
777709,2025-05-30,R,641680,3,Bot,25,strikeout,TEX,STL,,,
777709,2025-05-30,R,673962,3,Bot,24,strikeout,TEX,STL,,,
777709,2025-05-30,R,608369,2,Bot,20,field_out,TEX,STL,,,
777709,2025-05-30,R,694671,2,Bot,19,home_run,TEX,STL,,,664059
777709,2025-05-30,R,664059,2,Bot,18,triple,TEX,STL,543760,543309,
777709,2025-05-30,R,677649,2,Bot,17,field_out,TEX,STL,543760,543309,
777709,2025-05-30,R,543760,2,Bot,16,single,TEX,STL,543309,,
777709,2025-05-30,R,543309,2,Bot,15,single,TEX,STL,,,
777709,2025-05-30,R,669394,2,Bot,14,field_out,TEX,STL,,,
777709,2025-05-30,R,641680,1,Bot,8,field_out,TEX,STL,673962,,
777709,2025-05-30,R,673962,1,Bot,7,single,TEX,STL,,664059,
777709,2025-05-30,R,608369,1,Bot,6,strikeout,TEX,STL,,664059,
777709,2025-05-30,R,694671,1,Bot,5,field_out,TEX,STL,664059,,
777709,2025-05-30,R,664059,1,Bot,4,field_error,TEX,STL,,,
777724,2025-05-28,R,673962,9,Bot,68,field_out,TEX,TOR,,,
777724,2025-05-28,R,608369,9,Bot,67,strikeout,TEX,TOR,,,
777724,2025-05-28,R,694671,9,Bot,66,field_out,TEX,TOR,,,
777724,2025-05-28,R,669701,8,Bot,60,strikeout,TEX,TOR,,,
777724,2025-05-28,R,641680,8,Bot,59,strikeout,TEX,TOR,,,
777724,2025-05-28,R,543760,8,Bot,58,field_out,TEX,TOR,,,
777724,2025-05-28,R,666969,7,Bot,53,strikeout,TEX,TOR,669394,,
777724,2025-05-28,R,669394,7,Bot,52,force_out,TEX,TOR,696030,,
777724,2025-05-28,R,696030,7,Bot,51,walk,TEX,TOR,,,
777724,2025-05-28,R,673962,7,Bot,50,strikeout,TEX,TOR,,,
777724,2025-05-28,R,608369,6,Bot,45,force_out,TEX,TOR,669701,,
777724,2025-05-28,R,694671,6,Bot,44,field_out,TEX,TOR,669701,,
777724,2025-05-28,R,669701,6,Bot,43,walk,TEX,TOR,,,
777724,2025-05-28,R,543309,6,Bot,42,strikeout,TEX,TOR,,,
777724,2025-05-28,R,543760,5,Bot,36,field_out,TEX,TOR,,,
777724,2025-05-28,R,666969,5,Bot,35,strikeout,TEX,TOR,,,
777724,2025-05-28,R,669394,5,Bot,34,strikeout,TEX,TOR,,,
777724,2025-05-28,R,696030,4,Bot,29,field_out,TEX,TOR,,,
777724,2025-05-28,R,673962,4,Bot,28,field_out,TEX,TOR,,,
777724,2025-05-28,R,608369,4,Bot,27,field_out,TEX,TOR,,,
777724,2025-05-28,R,694671,3,Bot,21,strikeout,TEX,TOR,,669701,
777724,2025-05-28,R,669701,3,Bot,20,walk,TEX,TOR,,,
777724,2025-05-28,R,543309,3,Bot,19,field_out,TEX,TOR,,,
777724,2025-05-28,R,543760,3,Bot,18,strikeout,TEX,TOR,,,
777724,2025-05-28,R,666969,2,Bot,14,field_out,TEX,TOR,,,
777724,2025-05-28,R,669394,2,Bot,13,field_out,TEX,TOR,,,
777724,2025-05-28,R,696030,2,Bot,12,strikeout,TEX,TOR,,,
777724,2025-05-28,R,673962,1,Bot,7,strikeout,TEX,TOR,669701,,
777724,2025-05-28,R,608369,1,Bot,6,strikeout,TEX,TOR,669701,,
777724,2025-05-28,R,694671,1,Bot,5,field_out,TEX,TOR,669701,,
777724,2025-05-28,R,669701,1,Bot,4,single,TEX,TOR,,,
777741,2025-05-27,R,669394,8,Bot,66,strikeout,TEX,TOR,,,673962
777741,2025-05-27,R,673962,8,Bot,65,single,TEX,TOR,694671,664059,
777741,2025-05-27,R,694671,8,Bot,64,intent_walk,TEX,TOR,,664059,
777741,2025-05-27,R,669701,8,Bot,63,field_out,TEX,TOR,,664059,
777741,2025-05-27,R,543309,8,Bot,62,single,TEX,TOR,,,
777741,2025-05-27,R,543760,8,Bot,61,field_out,TEX,TOR,,,
777741,2025-05-27,R,641680,7,Bot,55,field_error,TEX,TOR,,696030,
777741,2025-05-27,R,666969,7,Bot,54,field_out,TEX,TOR,696030,,
777741,2025-05-27,R,696030,7,Bot,53,single,TEX,TOR,,,
777741,2025-05-27,R,669394,7,Bot,52,strikeout,TEX,TOR,,,
777741,2025-05-27,R,673962,6,Bot,46,field_out,TEX,TOR,,,
777741,2025-05-27,R,694671,6,Bot,45,field_out,TEX,TOR,,,
777741,2025-05-27,R,669701,6,Bot,44,single,TEX,TOR,,,
777741,2025-05-27,R,543309,5,Bot,39,field_out,TEX,TOR,543760,,696030
777741,2025-05-27,R,543760,5,Bot,38,single,TEX,TOR,696030,,
777741,2025-05-27,R,641680,5,Bot,37,strikeout,TEX,TOR,696030,,
777741,2025-05-27,R,666969,5,Bot,36,strikeout,TEX,TOR,696030,,
777741,2025-05-27,R,696030,5,Bot,35,walk,TEX,TOR,,,
777741,2025-05-27,R,669394,4,Bot,29,field_out,TEX,TOR,,,
777741,2025-05-27,R,673962,4,Bot,28,strikeout,TEX,TOR,,,
777741,2025-05-27,R,694671,4,Bot,27,field_out,TEX,TOR,,,
777741,2025-05-27,R,669701,3,Bot,22,field_out,TEX,TOR,,,
777741,2025-05-27,R,543309,3,Bot,21,field_out,TEX,TOR,,,
777741,2025-05-27,R,543760,3,Bot,20,field_out,TEX,TOR,,,
777741,2025-05-27,R,641680,2,Bot,16,strikeout,TEX,TOR,,,
777741,2025-05-27,R,666969,2,Bot,15,field_out,TEX,TOR,,,
777741,2025-05-27,R,696030,2,Bot,14,strikeout,TEX,TOR,,,
777741,2025-05-27,R,669394,1,Bot,8,strikeout,TEX,TOR,,694671,
777741,2025-05-27,R,673962,1,Bot,7,field_out,TEX,TOR,694671,,
777741,2025-05-27,R,694671,1,Bot,6,single,TEX,TOR,,,
777741,2025-05-27,R,669701,1,Bot,5,field_out,TEX,TOR,,,
777759,2025-05-26,R,669394,9,Bot,71,field_out,TEX,TOR,,,
777759,2025-05-26,R,673962,9,Bot,70,field_out,TEX,TOR,,,
777759,2025-05-26,R,694671,9,Bot,69,field_out,TEX,TOR,,,
777759,2025-05-26,R,669701,8,Bot,63,field_out,TEX,TOR,,,
777759,2025-05-26,R,664059,8,Bot,62,field_out,TEX,TOR,,,
777759,2025-05-26,R,543760,8,Bot,61,field_out,TEX,TOR,,,
777759,2025-05-26,R,666969,7,Bot,55,strikeout,TEX,TOR,696030,,
777759,2025-05-26,R,696030,7,Bot,54,single,TEX,TOR,,,
777759,2025-05-26,R,641680,7,Bot,53,field_out,TEX,TOR,,,
777759,2025-05-26,R,669394,7,Bot,52,field_out,TEX,TOR,,,
777759,2025-05-26,R,673962,6,Bot,48,strikeout,TEX,TOR,,,
777759,2025-05-26,R,694671,6,Bot,47,strikeout,TEX,TOR,,,
777759,2025-05-26,R,669701,6,Bot,46,field_out,TEX,TOR,,,
777759,2025-05-26,R,664059,5,Bot,40,strikeout,TEX,TOR,696030,,641680
777759,2025-05-26,R,543760,5,Bot,39,field_out,TEX,TOR,696030,641680,
777759,2025-05-26,R,666969,5,Bot,38,strikeout,TEX,TOR,696030,641680,
777759,2025-05-26,R,696030,5,Bot,37,single,TEX,TOR,641680,,
777759,2025-05-26,R,641680,5,Bot,36,single,TEX,TOR,,,
777759,2025-05-26,R,669394,4,Bot,30,field_out,TEX,TOR,,,
777759,2025-05-26,R,673962,4,Bot,29,strikeout,TEX,TOR,,,
777759,2025-05-26,R,694671,4,Bot,28,home_run,TEX,TOR,,,
777759,2025-05-26,R,669701,4,Bot,27,field_out,TEX,TOR,,,
777759,2025-05-26,R,664059,3,Bot,20,field_out,TEX,TOR,666969,,
777759,2025-05-26,R,543760,3,Bot,19,field_out,TEX,TOR,666969,,
777759,2025-05-26,R,666969,3,Bot,18,single,TEX,TOR,,,
777759,2025-05-26,R,696030,3,Bot,17,field_out,TEX,TOR,,,
777759,2025-05-26,R,641680,2,Bot,13,field_out,TEX,TOR,,,
777759,2025-05-26,R,669394,2,Bot,12,field_out,TEX,TOR,,,
777759,2025-05-26,R,673962,2,Bot,11,field_out,TEX,TOR,,,
777759,2025-05-26,R,694671,1,Bot,7,field_out,TEX,TOR,,,
777759,2025-05-26,R,669701,1,Bot,6,field_out,TEX,TOR,,,
777759,2025-05-26,R,664059,1,Bot,5,field_out,TEX,TOR,,,
777777,2025-05-25,R,664059,9,Top,69,field_out,CWS,TEX,,666969,
777777,2025-05-25,R,543760,9,Top,68,strikeout,CWS,TEX,,666969,
777777,2025-05-25,R,666969,9,Top,67,double,CWS,TEX,543309,669394,
777777,2025-05-25,R,543309,9,Top,66,single,CWS,TEX,,669394,673962
777777,2025-05-25,R,696030,9,Top,65,strikeout,CWS,TEX,,669394,673962
777777,2025-05-25,R,669394,9,Top,64,double,CWS,TEX,673962,,
777777,2025-05-25,R,673962,9,Top,63,hit_by_pitch,CWS,TEX,,,
777777,2025-05-25,R,694671,8,Top,59,strikeout,CWS,TEX,,,
777777,2025-05-25,R,641680,8,Top,58,strikeout,CWS,TEX,,,
777777,2025-05-25,R,664059,8,Top,57,field_out,CWS,TEX,,,
777777,2025-05-25,R,543760,7,Top,52,grounded_into_double_play,CWS,TEX,543309,,
777777,2025-05-25,R,666969,7,Top,51,strikeout,CWS,TEX,543309,,
777777,2025-05-25,R,543309,7,Top,50,walk,CWS,TEX,,,
777777,2025-05-25,R,696030,6,Top,43,field_out,CWS,TEX,,694671,669701
777777,2025-05-25,R,669394,6,Top,42,field_out,CWS,TEX,694671,669701,
777777,2025-05-25,R,673962,6,Top,41,field_out,CWS,TEX,694671,669701,
777777,2025-05-25,R,694671,6,Top,40,single,CWS,TEX,669701,,
777777,2025-05-25,R,669701,6,Top,39,walk,CWS,TEX,,,
777777,2025-05-25,R,664059,5,Top,33,field_out,CWS,TEX,543760,,
777777,2025-05-25,R,543760,5,Top,32,single,CWS,TEX,,,
777777,2025-05-25,R,666969,5,Top,31,field_out,CWS,TEX,,,
777777,2025-05-25,R,543309,5,Top,30,strikeout,CWS,TEX,,,
777777,2025-05-25,R,696030,4,Top,25,field_out,CWS,TEX,673962,,
777777,2025-05-25,R,669394,4,Top,24,field_out,CWS,TEX,673962,,
777777,2025-05-25,R,673962,4,Top,23,single,CWS,TEX,,,
777777,2025-05-25,R,694671,4,Top,22,field_out,CWS,TEX,,,
777777,2025-05-25,R,669701,3,Top,18,field_out,CWS,TEX,,,
777777,2025-05-25,R,664059,3,Top,17,field_out,CWS,TEX,,,
777777,2025-05-25,R,543760,3,Top,16,field_out,CWS,TEX,,,
777777,2025-05-25,R,666969,2,Top,11,strikeout_double_play,CWS,TEX,696030,,
777777,2025-05-25,R,543309,2,Top,10,field_out,CWS,TEX,696030,,
777777,2025-05-25,R,696030,2,Top,9,walk,CWS,TEX,,,
777777,2025-05-25,R,669394,2,Top,8,home_run,CWS,TEX,673962,,
777777,2025-05-25,R,673962,2,Top,7,walk,CWS,TEX,,,
777777,2025-05-25,R,694671,1,Top,3,field_out,CWS,TEX,,,
777777,2025-05-25,R,669701,1,Top,2,field_out,CWS,TEX,,,
777777,2025-05-25,R,664059,1,Top,1,field_out,CWS,TEX,,,
777792,2025-05-24,R,673962,9,Top,88,field_out,CWS,TEX,,,
777792,2025-05-24,R,694671,9,Top,87,strikeout,CWS,TEX,,,
777792,2025-05-24,R,669701,9,Top,86,strikeout,CWS,TEX,,,
777792,2025-05-24,R,664059,8,Top,81,field_out,CWS,TEX,,,
777792,2025-05-24,R,543760,8,Top,80,field_out,CWS,TEX,,,
777792,2025-05-24,R,666969,8,Top,79,home_run,CWS,TEX,,,
777792,2025-05-24,R,641680,8,Top,78,field_out,CWS,TEX,,,
777792,2025-05-24,R,543309,7,Top,71,field_out,CWS,TEX,,,
777792,2025-05-24,R,669394,7,Top,70,field_out,CWS,TEX,,,
777792,2025-05-24,R,673962,7,Top,69,strikeout,CWS,TEX,,,
777792,2025-05-24,R,694671,6,Top,56,force_out,CWS,TEX,669701,,
777792,2025-05-24,R,669701,6,Top,55,walk,CWS,TEX,,,
777792,2025-05-24,R,664059,6,Top,54,field_out,CWS,TEX,,,
777792,2025-05-24,R,543760,6,Top,53,field_out,CWS,TEX,,,
777792,2025-05-24,R,666969,5,Top,47,field_out,CWS,TEX,543309,673962,
777792,2025-05-24,R,641680,5,Top,46,field_out,CWS,TEX,543309,673962,
777792,2025-05-24,R,543309,5,Top,45,single,CWS,TEX,673962,694671,
777792,2025-05-24,R,669394,5,Top,44,strikeout,CWS,TEX,673962,694671,
777792,2025-05-24,R,673962,5,Top,43,fielders_choice,CWS,TEX,694671,,
777792,2025-05-24,R,694671,5,Top,42,single,CWS,TEX,,,
777792,2025-05-24,R,669701,4,Top,33,field_out,CWS,TEX,664059,,
777792,2025-05-24,R,664059,4,Top,32,field_error,CWS,TEX,,,641680
777792,2025-05-24,R,543760,4,Top,31,sac_fly,CWS,TEX,,641680,592626
777792,2025-05-24,R,666969,4,Top,30,field_out,CWS,TEX,641680,592626,
777792,2025-05-24,R,641680,4,Top,29,single,CWS,TEX,592626,,
777792,2025-05-24,R,592626,4,Top,28,hit_by_pitch,CWS,TEX,,,
777792,2025-05-24,R,669394,3,Top,23,field_out,CWS,TEX,,,
777792,2025-05-24,R,673962,3,Top,22,field_out,CWS,TEX,,,
777792,2025-05-24,R,694671,3,Top,21,strikeout,CWS,TEX,,,
777792,2025-05-24,R,669701,2,Top,15,field_out,CWS,TEX,664059,543760,
777792,2025-05-24,R,664059,2,Top,14,walk,CWS,TEX,,543760,
777792,2025-05-24,R,543760,2,Top,13,walk,CWS,TEX,,,
777792,2025-05-24,R,666969,2,Top,12,strikeout,CWS,TEX,,,
777792,2025-05-24,R,641680,2,Top,11,strikeout,CWS,TEX,,,
777792,2025-05-24,R,592626,1,Top,6,field_out,CWS,TEX,673962,,669701
777792,2025-05-24,R,669394,1,Top,5,strikeout,CWS,TEX,673962,,669701
777792,2025-05-24,R,673962,1,Top,4,single,CWS,TEX,,669701,
777792,2025-05-24,R,694671,1,Top,3,field_out,CWS,TEX,,669701,
777792,2025-05-24,R,669701,1,Top,2,double,CWS,TEX,,664059,
777792,2025-05-24,R,664059,1,Top,1,single,CWS,TEX,,,
777805,2025-05-23,R,543309,9,Top,67,field_out,CWS,TEX,673962,,
777805,2025-05-23,R,669394,9,Top,66,field_out,CWS,TEX,673962,,
777805,2025-05-23,R,673962,9,Top,65,walk,CWS,TEX,,,
777805,2025-05-23,R,694671,9,Top,64,field_out,CWS,TEX,,,
777805,2025-05-23,R,669701,8,Top,60,field_out,CWS,TEX,,,
777805,2025-05-23,R,664059,8,Top,59,field_out,CWS,TEX,,,
777805,2025-05-23,R,543760,8,Top,58,field_out,CWS,TEX,,,
777805,2025-05-23,R,666969,7,Top,53,field_out,CWS,TEX,,,
777805,2025-05-23,R,641680,7,Top,52,field_out,CWS,TEX,,,
777805,2025-05-23,R,607680,7,Top,51,strikeout,CWS,TEX,,,
777805,2025-05-23,R,669394,6,Top,45,double,CWS,TEX,673962,694671,
777805,2025-05-23,R,673962,6,Top,44,walk,CWS,TEX,694671,,
777805,2025-05-23,R,694671,6,Top,43,single,CWS,TEX,,,
777805,2025-05-23,R,669701,6,Top,42,field_out,CWS,TEX,,,
777805,2025-05-23,R,664059,6,Top,41,field_out,CWS,TEX,,,
777805,2025-05-23,R,543760,5,Top,36,field_out,CWS,TEX,,,
777805,2025-05-23,R,666969,5,Top,35,field_out,CWS,TEX,,,
777805,2025-05-23,R,641680,5,Top,34,strikeout,CWS,TEX,,,
777805,2025-05-23,R,592626,4,Top,30,field_out,CWS,TEX,,673962,
777805,2025-05-23,R,669394,4,Top,29,field_out,CWS,TEX,,673962,
777805,2025-05-23,R,673962,4,Top,28,double,CWS,TEX,,,
777805,2025-05-23,R,694671,4,Top,27,strikeout,CWS,TEX,,,
777805,2025-05-23,R,669701,3,Top,18,field_out,CWS,TEX,,,
777805,2025-05-23,R,664059,3,Top,17,field_out,CWS,TEX,,,
777805,2025-05-23,R,543760,3,Top,16,field_out,CWS,TEX,,,
777805,2025-05-23,R,666969,2,Top,11,field_out,CWS,TEX,,,
777805,2025-05-23,R,641680,2,Top,10,strikeout,CWS,TEX,,,
777805,2025-05-23,R,592626,2,Top,9,field_out,CWS,TEX,,,
777805,2025-05-23,R,669394,1,Top,5,strikeout,CWS,TEX,673962,664059,
777805,2025-05-23,R,673962,1,Top,4,walk,CWS,TEX,664059,,
777805,2025-05-23,R,694671,1,Top,3,strikeout,CWS,TEX,664059,,
777805,2025-05-23,R,669701,1,Top,2,strikeout,CWS,TEX,664059,,
777805,2025-05-23,R,664059,1,Top,1,walk,CWS,TEX,,,
777818,2025-05-22,R,641680,9,Top,64,strikeout,NYY,TEX,,,
777818,2025-05-22,R,543760,9,Top,63,field_out,NYY,TEX,,,
777818,2025-05-22,R,669394,9,Top,62,field_out,NYY,TEX,,,
777818,2025-05-22,R,673962,8,Top,58,field_out,NYY,TEX,,,
777818,2025-05-22,R,694671,8,Top,57,strikeout,NYY,TEX,,,
777818,2025-05-22,R,664059,8,Top,56,field_out,NYY,TEX,,,
777818,2025-05-22,R,669701,7,Top,52,strikeout,NYY,TEX,,592626,543760
777818,2025-05-22,R,592626,7,Top,51,single,NYY,TEX,,543760,
777818,2025-05-22,R,666969,7,Top,50,field_out,NYY,TEX,,543760,
777818,2025-05-22,R,641680,7,Top,49,strikeout,NYY,TEX,,543760,
777818,2025-05-22,R,543760,7,Top,48,single,NYY,TEX,,,
777818,2025-05-22,R,669394,6,Top,43,strikeout,NYY,TEX,,,694671
777818,2025-05-22,R,673962,6,Top,42,strikeout,NYY,TEX,,694671,
777818,2025-05-22,R,694671,6,Top,41,walk,NYY,TEX,,,
777818,2025-05-22,R,664059,6,Top,40,field_out,NYY,TEX,,,
777818,2025-05-22,R,677649,5,Top,34,strikeout,NYY,TEX,,,
777818,2025-05-22,R,543309,5,Top,33,strikeout,NYY,TEX,,,
777818,2025-05-22,R,666969,5,Top,32,strikeout,NYY,TEX,,,
777818,2025-05-22,R,641680,4,Top,28,field_out,NYY,TEX,,,
777818,2025-05-22,R,543760,4,Top,27,field_out,NYY,TEX,,,
777818,2025-05-22,R,669394,4,Top,26,field_out,NYY,TEX,,,
777818,2025-05-22,R,673962,3,Top,22,force_out,NYY,TEX,694671,664059,
777818,2025-05-22,R,694671,3,Top,21,walk,NYY,TEX,,664059,
777818,2025-05-22,R,664059,3,Top,20,double,NYY,TEX,,,
777818,2025-05-22,R,677649,3,Top,19,strikeout,NYY,TEX,,,
777818,2025-05-22,R,543309,3,Top,18,strikeout,NYY,TEX,,,
777818,2025-05-22,R,666969,2,Top,12,field_out,NYY,TEX,,,
777818,2025-05-22,R,641680,2,Top,11,field_out,NYY,TEX,,,
777818,2025-05-22,R,543760,2,Top,10,field_out,NYY,TEX,,,
777818,2025-05-22,R,669394,1,Top,4,field_out,NYY,TEX,673962,,
777818,2025-05-22,R,673962,1,Top,3,single,NYY,TEX,,,
777818,2025-05-22,R,694671,1,Top,2,field_out,NYY,TEX,,,
777818,2025-05-22,R,664059,1,Top,1,strikeout,NYY,TEX,,,
777835,2025-05-21,R,673962,9,Top,69,field_out,NYY,TEX,664059,,
777835,2025-05-21,R,694671,9,Top,68,field_out,NYY,TEX,664059,,
777835,2025-05-21,R,664059,9,Top,67,single,NYY,TEX,,,
777835,2025-05-21,R,669701,8,Top,61,field_out,NYY,TEX,592626,669394,543760
777835,2025-05-21,R,592626,8,Top,60,walk,NYY,TEX,,669394,543760
777835,2025-05-21,R,669394,8,Top,59,single,NYY,TEX,543760,,
777835,2025-05-21,R,571466,8,Top,58,strikeout,NYY,TEX,543760,,
777835,2025-05-21,R,543760,8,Top,57,single,NYY,TEX,,,
777835,2025-05-21,R,666969,8,Top,56,field_out,NYY,TEX,,,
777835,2025-05-21,R,673962,7,Top,51,strikeout,NYY,TEX,694671,,
777835,2025-05-21,R,694671,7,Top,50,single,NYY,TEX,,,
777835,2025-05-21,R,664059,7,Top,49,home_run,NYY,TEX,,,
777835,2025-05-21,R,669701,7,Top,48,strikeout,NYY,TEX,,,
777835,2025-05-21,R,543309,7,Top,47,field_out,NYY,TEX,,,
777835,2025-05-21,R,669394,7,Top,46,home_run,NYY,TEX,,,
777835,2025-05-21,R,571466,6,Top,42,field_out,NYY,TEX,543760,666969,673962
777835,2025-05-21,R,543760,6,Top,41,hit_by_pitch,NYY,TEX,666969,673962,
777835,2025-05-21,R,666969,6,Top,40,walk,NYY,TEX,673962,,
777835,2025-05-21,R,673962,6,Top,39,single,NYY,TEX,,,
777835,2025-05-21,R,694671,6,Top,38,field_out,NYY,TEX,,,
777835,2025-05-21,R,664059,6,Top,37,field_out,NYY,TEX,,,
777835,2025-05-21,R,669701,5,Top,33,strikeout,NYY,TEX,,,
777835,2025-05-21,R,543309,5,Top,32,field_out,NYY,TEX,,,
777835,2025-05-21,R,669394,5,Top,31,home_run,NYY,TEX,,,
777835,2025-05-21,R,571466,5,Top,30,strikeout,NYY,TEX,,,
777835,2025-05-21,R,543760,4,Top,26,field_out,NYY,TEX,,,
777835,2025-05-21,R,666969,4,Top,25,strikeout,NYY,TEX,,,
777835,2025-05-21,R,673962,4,Top,24,field_out,NYY,TEX,,,
777835,2025-05-21,R,694671,3,Top,20,strikeout,NYY,TEX,,669701,
777835,2025-05-21,R,664059,3,Top,19,strikeout,NYY,TEX,669701,,
777835,2025-05-21,R,669701,3,Top,18,single,NYY,TEX,,,
777835,2025-05-21,R,543309,3,Top,17,field_out,NYY,TEX,,,
777835,2025-05-21,R,669394,2,Top,12,force_out,NYY,TEX,641680,,
777835,2025-05-21,R,641680,2,Top,11,single,NYY,TEX,,,
777835,2025-05-21,R,543760,2,Top,10,strikeout,NYY,TEX,,,
777835,2025-05-21,R,666969,2,Top,9,strikeout,NYY,TEX,,,
777835,2025-05-21,R,673962,1,Top,3,strikeout,NYY,TEX,,,
777835,2025-05-21,R,694671,1,Top,2,field_out,NYY,TEX,,,
777835,2025-05-21,R,664059,1,Top,1,field_out,NYY,TEX,,,
777849,2025-05-20,R,669701,9,Top,72,field_out,NYY,TEX,,,664059
777849,2025-05-20,R,664059,9,Top,71,triple,NYY,TEX,,,
777849,2025-05-20,R,641680,9,Top,70,home_run,NYY,TEX,592626,,
777849,2025-05-20,R,669394,9,Top,69,field_out,NYY,TEX,592626,,
777849,2025-05-20,R,592626,9,Top,68,walk,NYY,TEX,,,
777849,2025-05-20,R,543760,9,Top,67,field_out,NYY,TEX,,,
777849,2025-05-20,R,666969,8,Top,60,strikeout,NYY,TEX,,,694671
777849,2025-05-20,R,673962,8,Top,59,strikeout,NYY,TEX,,694671,
777849,2025-05-20,R,694671,8,Top,58,double,NYY,TEX,,,
777849,2025-05-20,R,669701,8,Top,57,field_out,NYY,TEX,,,
777849,2025-05-20,R,664059,7,Top,52,strikeout,NYY,TEX,,,
777849,2025-05-20,R,641680,7,Top,51,field_out,NYY,TEX,,,
777849,2025-05-20,R,669394,7,Top,50,field_out,NYY,TEX,,,
777849,2025-05-20,R,592626,6,Top,43,strikeout,NYY,TEX,666969,673962,694671
