pitcher,player_name,game_date,Pitches_thrown,Avg_Velo,Max_Velo,Avg_Spin,EV_allowed,Barrel_allowed,Hard_Hit_allowed,Total_BIP,xBA_against,xwOBA_against,Whiff,Swing,K,BB,Outs,V_Break,H_Break,Release_Extension,IP_float,Whiff_pct,Hard_Hit_allowed_pct
571578,Patrick Corbin,2025-09-23,65,85.337,93.0,2108.92,81.437,2,7,19,0.369,0.392,10,31,2,2,11,2.55,0.52,6.78,3.67,32.3,36.8
571578,Patrick Corbin,2025-09-28,90,87.291,93.5,2136.61,79.152,0,5,25,0.317,0.302,14,42,5,2,12,2.45,0.48,6.78,4.0,33.3,20.0
571948,Hoby Milner,2025-03-28,13,84.162,89.0,1931.46,74.5,0,0,4,0.411,0.253,2,6,1,0,2,3.28,0.52,6.7,0.67,33.3,0.0
571948,Hoby Milner,2025-03-29,27,82.77,88.1,1877.7,83.091,0,2,11,0.334,0.326,1,13,1,1,4,3.44,0.41,6.78,1.33,7.7,18.2
571948,Hoby Milner,2025-04-06,28,81.643,87.9,1843.14,80.53,0,2,10,0.098,0.06,3,13,2,0,6,3.45,0.3,6.62,2.0,23.1,20.0
571948,Hoby Milner,2025-04-08,3,79.433,85.9,1840.67,96.2,0,1,1,0.889,0.838,0,1,0,0,0,3.66,-0.45,6.73,0.0,0.0,100.0
571948,Hoby Milner,2025-04-11,21,80.129,86.6,1869.05,78.4,0,1,4,0.285,0.155,2,6,2,0,5,3.56,-0.4,6.75,1.67,33.3,25.0
571948,Hoby Milner,2025-04-13,13,81.162,87.9,1826.08,77.65,0,0,4,0.256,0.078,3,7,2,0,3,3.67,0.15,6.48,1.0,42.9,0.0
571948,Hoby Milner,2025-04-18,20,82.085,87.7,1798.2,89.986,1,3,7,0.338,0.394,0,7,1,0,4,3.26,0.23,6.65,1.33,0.0,42.9
571948,Hoby Milner,2025-04-20,16,82.5,88.0,1852.56,80.84,1,2,5,0.501,0.635,1,6,1,0,3,3.49,0.34,6.77,1.0,16.7,40.0
571948,Hoby Milner,2025-04-22,27,82.504,88.2,1718.67,77.611,0,0,9,0.342,0.335,1,10,1,1,3,3.44,0.63,6.67,1.0,10.0,0.0
571948,Hoby Milner,2025-04-24,15,81.293,87.4,1750.8,,0,0,0,,0.23,1,2,2,1,2,3.35,0.4,6.67,0.67,50.0,0.0
571948,Hoby Milner,2025-04-26,15,84.007,88.1,1820.6,75.6,0,0,4,0.049,0.033,2,6,1,0,3,3.27,0.9,6.66,1.0,33.3,0.0
571948,Hoby Milner,2025-04-28,21,84.105,88.8,1803.0,78.211,0,1,9,0.312,0.373,0,9,0,1,3,3.45,0.57,6.63,1.0,0.0,11.1
571948,Hoby Milner,2025-05-01,11,82.236,88.0,1837.18,84.15,0,2,4,0.34,0.209,1,5,1,0,2,3.32,0.25,6.65,0.67,20.0,50.0
571948,Hoby Milner,2025-05-03,11,79.391,87.1,1781.55,97.567,1,2,3,0.426,0.389,1,4,1,0,3,3.78,-0.42,6.71,1.0,25.0,66.7
571948,Hoby Milner,2025-05-04,9,81.667,87.9,1711.11,80.65,0,0,2,0.411,0.492,0,2,0,1,2,3.65,0.8,6.69,0.67,0.0,0.0
571948,Hoby Milner,2025-05-07,13,83.877,88.7,1914.69,82.214,1,2,7,0.345,0.533,0,7,0,0,0,3.07,0.4,6.66,0.0,0.0,28.6
571948,Hoby Milner,2025-05-10,26,81.973,87.7,1819.23,80.186,0,1,7,0.24,0.145,1,9,2,0,4,3.38,0.16,6.72,1.33,11.1,14.3
571948,Hoby Milner,2025-05-13,28,83.057,88.9,1843.79,79.617,1,2,12,0.35,0.399,1,13,0,0,6,3.4,0.49,6.72,2.0,7.7,16.7
571948,Hoby Milner,2025-05-16,17,82.006,87.7,1838.29,97.88,3,3,5,0.429,0.734,1,6,0,0,3,3.42,0.27,6.74,1.0,16.7,60.0
571948,Hoby Milner,2025-05-22,16,82.656,88.0,1816.06,84.317,0,0,6,0.052,0.06,0,6,0,0,3,3.52,0.55,6.71,1.0,0.0,0.0
571948,Hoby Milner,2025-05-24,13,83.923,88.6,1907.46,72.94,1,1,5,0.329,0.523,2,7,0,0,0,3.25,0.29,6.65,0.0,28.6,20.0
571948,Hoby Milner,2025-05-26,23,84.822,89.1,1887.09,75.812,0,1,8,0.236,0.254,0,9,1,1,6,3.15,1.0,6.77,2.0,0.0,12.5
571948,Hoby Milner,2025-05-27,4,80.825,87.7,1842.75,94.7,0,0,1,0.018,0.018,0,1,0,0,1,3.62,-0.53,6.48,0.33,0.0,0.0
571948,Hoby Milner,2025-05-28,7,82.2,88.0,1887.71,68.767,0,0,3,,0.0,1,4,1,0,1,3.37,0.04,6.73,0.33,25.0,0.0
571948,Hoby Milner,2025-05-31,15,83.913,89.1,1893.6,72.92,0,0,5,0.118,0.116,0,5,0,0,3,3.38,0.57,6.65,1.0,0.0,0.0
571948,Hoby Milner,2025-06-01,13,81.762,87.5,1815.69,86.45,0,2,4,0.307,0.244,0,4,1,0,4,3.48,0.21,6.63,1.33,0.0,50.0
571948,Hoby Milner,2025-06-04,17,83.888,88.6,1885.35,94.433,0,1,3,0.169,0.077,2,6,2,0,3,3.15,0.46,6.69,1.0,33.3,33.3
571948,Hoby Milner,2025-06-05,21,84.89,89.2,2075.9,81.45,0,1,8,0.255,0.097,2,10,3,0,5,3.06,0.65,6.64,1.67,20.0,12.5
571948,Hoby Milner,2025-06-08,21,83.329,88.5,1869.48,84.5,0,1,7,0.209,0.176,3,10,1,0,5,3.27,0.63,6.79,1.67,30.0,14.3
571948,Hoby Milner,2025-06-12,11,80.064,86.0,1798.36,80.75,0,0,2,0.064,0.046,1,3,1,0,3,3.55,0.27,6.66,1.0,33.3,0.0
571948,Hoby Milner,2025-06-13,15,81.66,88.6,1832.6,90.5,0,2,6,0.348,0.347,0,6,0,0,1,3.38,-0.11,6.67,0.33,0.0,33.3
571948,Hoby Milner,2025-06-14,14,82.736,88.2,1852.0,77.175,0,1,4,0.239,0.17,1,6,1,0,3,3.42,0.48,6.73,1.0,16.7,25.0
571948,Hoby Milner,2025-06-18,23,82.383,89.0,1835.96,70.717,0,1,6,0.113,0.202,1,8,1,1,4,3.54,0.37,6.77,1.33,12.5,16.7
571948,Hoby Milner,2025-06-20,16,83.444,88.0,1883.56,68.4,0,0,3,0.414,0.202,3,7,2,0,3,3.26,0.66,6.69,1.0,42.9,0.0
571948,Hoby Milner,2025-06-21,24,82.754,88.9,1815.96,78.178,0,2,9,0.356,0.242,3,12,2,0,5,3.25,0.41,6.64,1.67,25.0,22.2
571948,Hoby Milner,2025-06-24,26,83.338,89.2,1811.27,75.989,0,1,9,0.149,0.192,2,12,2,1,5,3.33,0.31,6.55,1.67,16.7,11.1
571948,Hoby Milner,2025-06-27,15,82.333,88.0,,89.6,0,2,4,0.223,0.158,0,4,1,0,2,3.43,0.21,6.67,0.67,0.0,50.0
571948,Hoby Milner,2025-06-28,7,80.0,88.1,1804.14,85.1,0,2,4,0.233,0.275,0,4,0,0,4,3.62,-0.4,6.61,1.33,0.0,50.0
571948,Hoby Milner,2025-06-30,26,83.392,87.9,1918.69,92.6,1,4,7,0.38,0.526,1,9,0,2,3,3.39,0.4,6.63,1.0,11.1,57.1
571948,Hoby Milner,2025-07-04,18,83.578,90.1,1827.72,77.271,0,1,7,0.243,0.111,2,9,2,0,2,3.31,-0.0,6.4,0.67,22.2,14.3
571948,Hoby Milner,2025-07-05,18,83.844,89.2,1837.94,81.744,1,2,9,0.354,0.306,0,9,1,0,4,3.32,0.75,6.69,1.33,0.0,22.2
571948,Hoby Milner,2025-07-07,7,83.471,87.9,1795.29,76.133,0,0,3,,0.691,0,3,0,1,0,3.42,0.69,6.63,0.0,0.0,0.0
571948,Hoby Milner,2025-07-11,17,83.065,88.9,1843.12,83.571,0,3,7,0.411,0.394,0,7,0,0,2,3.45,0.51,6.68,0.67,0.0,42.9
571948,Hoby Milner,2025-07-12,7,85.957,89.5,1890.71,86.933,0,1,3,0.635,0.589,1,4,0,0,1,3.21,0.98,6.74,0.33,25.0,33.3
571948,Hoby Milner,2025-07-19,20,82.71,88.4,1769.6,83.075,0,0,4,0.336,0.335,0,4,1,1,2,3.51,0.52,6.59,0.67,0.0,0.0
571948,Hoby Milner,2025-07-20,4,80.025,88.0,1766.5,,0,0,0,,0.0,0,0,1,0,1,3.39,-0.4,6.65,0.33,0.0,0.0
571948,Hoby Milner,2025-07-21,7,84.0,87.9,1850.57,77.1,0,1,3,0.278,0.274,0,3,0,0,3,3.48,0.68,6.64,1.0,0.0,33.3
571948,Hoby Milner,2025-07-23,4,83.35,88.3,1808.0,69.4,0,0,1,,0.0,2,3,1,0,1,3.36,0.17,6.7,0.33,66.7,0.0
571948,Hoby Milner,2025-07-25,16,85.725,89.1,1882.62,83.538,0,2,8,0.737,0.228,4,12,2,0,3,3.25,1.1,6.63,1.0,33.3,25.0
571948,Hoby Milner,2025-07-30,17,83.524,88.7,1822.47,79.72,0,1,5,0.276,0.261,1,7,1,0,1,3.44,0.65,6.74,0.33,14.3,20.0
571948,Hoby Milner,2025-08-01,26,84.465,89.6,1906.46,82.373,1,2,11,0.291,0.401,2,14,0,1,4,3.12,0.62,6.75,1.33,14.3,18.2
571948,Hoby Milner,2025-08-03,23,82.87,88.4,1850.04,88.75,1,3,8,0.32,0.326,2,11,2,0,6,3.41,0.42,6.67,2.0,18.2,37.5
571948,Hoby Milner,2025-08-06,33,82.409,87.9,1829.58,79.37,0,3,10,0.192,0.219,1,12,1,1,7,3.51,0.49,6.76,2.33,8.3,30.0
571948,Hoby Milner,2025-08-10,18,83.894,89.1,1867.94,80.538,1,1,8,0.22,0.259,1,10,1,0,2,3.36,0.41,6.73,0.67,10.0,12.5
571948,Hoby Milner,2025-08-11,13,82.1,87.7,1737.31,84.633,0,1,6,0.06,0.04,0,6,1,0,3,3.77,0.7,6.68,1.0,0.0,16.7
571948,Hoby Milner,2025-08-13,11,83.655,88.7,1839.09,83.7,0,1,3,0.295,0.409,0,3,0,1,2,3.43,1.11,6.68,0.67,0.0,33.3
571948,Hoby Milner,2025-08-17,14,83.993,87.9,1887.93,77.425,1,1,4,0.529,0.684,2,6,1,0,1,3.29,0.81,6.65,0.33,33.3,25.0
571948,Hoby Milner,2025-08-19,11,83.855,89.3,1929.45,79.629,0,2,7,0.328,0.331,0,7,0,0,0,3.31,0.28,6.64,0.0,0.0,28.6
571948,Hoby Milner,2025-08-20,19,84.421,88.5,1905.53,84.512,0,3,8,0.217,0.148,0,8,1,0,4,3.2,0.42,6.65,1.33,0.0,37.5
571948,Hoby Milner,2025-08-22,4,84.175,87.9,1862.75,71.95,0,1,2,0.427,0.504,0,2,0,0,0,3.55,0.95,6.6,0.0,0.0,50.0
571948,Hoby Milner,2025-08-24,6,84.567,87.7,1846.83,97.875,0,3,4,0.511,0.491,0,5,0,0,2,3.34,1.02,6.68,0.67,0.0,75.0
571948,Hoby Milner,2025-08-29,14,84.571,89.0,1927.29,85.94,0,1,5,0.157,0.111,2,7,1,0,4,2.9,0.82,6.68,1.33,28.6,20.0
571948,Hoby Milner,2025-09-02,13,82.8,89.3,1839.31,99.6,1,3,5,0.442,0.557,0,5,0,0,2,3.35,0.42,6.79,0.67,0.0,60.0
571948,Hoby Milner,2025-09-06,16,84.4,89.0,1892.69,75.814,1,1,7,0.43,0.757,0,7,0,0,0,3.36,0.66,6.62,0.0,0.0,14.3
571948,Hoby Milner,2025-09-09,14,84.707,89.0,1915.71,83.55,0,1,6,0.098,0.092,0,6,0,0,3,3.21,0.84,6.61,1.0,0.0,16.7
571948,Hoby Milner,2025-09-10,4,85.9,88.2,1964.0,82.95,0,0,2,0.284,0.256,0,2,0,0,1,3.19,0.94,6.55,0.33,0.0,0.0
571948,Hoby Milner,2025-09-13,25,85.168,89.2,1906.8,76.425,1,2,12,0.19,0.27,1,13,1,0,3,3.19,0.86,6.83,1.0,7.7,16.7
571948,Hoby Milner,2025-09-14,13,85.531,89.9,1943.31,86.433,0,1,6,0.201,0.189,0,6,0,0,2,3.11,0.66,6.65,0.67,0.0,16.7
571948,Hoby Milner,2025-09-19,7,84.557,88.3,1911.0,89.875,0,1,4,0.494,0.492,0,4,0,0,1,3.28,0.81,6.44,0.33,0.0,25.0
571948,Hoby Milner,2025-09-20,17,84.165,89.1,1898.41,87.825,0,1,4,0.52,0.604,0,4,0,1,1,3.33,0.68,6.6,0.33,0.0,25.0
571948,Hoby Milner,2025-09-23,16,85.475,89.7,2001.5,76.267,0,2,6,0.564,0.588,1,8,0,1,0,3.29,1.1,6.72,0.0,12.5,33.3
571948,Hoby Milner,2025-09-25,14,82.314,87.8,1855.21,61.983,0,0,6,0.104,0.074,1,7,1,0,4,3.5,0.24,6.59,1.33,14.3,0.0
571948,Hoby Milner,2025-09-28,30,84.163,89.0,1946.43,84.2,1,2,8,0.544,0.564,4,14,2,1,4,3.17,0.58,6.85,1.33,28.6,25.0
592351,Jon Gray,2025-07-23,15,90.033,94.9,2115.93,89.7,1,5,8,0.247,0.315,0,8,0,0,6,2.24,0.37,6.31,2.0,0.0,62.5
592351,Jon Gray,2025-07-26,29,90.369,95.3,2206.48,79.187,1,3,15,0.169,0.225,2,18,3,0,9,2.15,0.2,6.32,3.0,11.1,20.0
592351,Jon Gray,2025-07-29,30,90.93,96.3,2131.6,84.614,0,1,7,0.661,0.581,4,13,1,3,2,2.17,0.32,6.44,0.67,30.8,14.3
592351,Jon Gray,2025-08-04,66,89.892,96.1,2115.73,83.515,2,6,26,0.345,0.302,9,35,5,0,15,2.28,0.35,6.24,5.0,25.7,23.1
592351,Jon Gray,2025-08-11,16,91.281,96.2,2179.81,97.48,2,3,5,0.408,0.612,1,7,0,0,3,2.13,0.37,6.24,1.0,14.3,60.0
592351,Jon Gray,2025-08-16,54,91.385,96.1,2146.2,86.188,2,4,17,0.318,0.419,5,23,3,3,7,2.17,0.3,6.36,2.33,21.7,23.5
592426,Luke Jackson,2025-03-27,21,88.91,95.1,2290.29,88.643,1,2,7,0.514,0.562,3,10,1,1,1,2.98,0.12,6.84,0.33,30.0,28.6
592426,Luke Jackson,2025-03-28,9,91.9,95.3,2335.78,86.04,1,2,5,0.23,0.443,0,5,0,0,3,1.97,0.35,7.21,1.0,0.0,40.0
592426,Luke Jackson,2025-03-30,17,89.606,94.9,2301.76,81.971,0,2,7,0.248,0.291,2,10,1,1,3,2.67,0.25,6.79,1.0,20.0,28.6
592426,Luke Jackson,2025-04-02,11,88.764,96.6,2301.27,90.425,0,2,4,0.411,0.294,0,4,1,0,3,3.09,-0.12,6.86,1.0,0.0,50.0
592426,Luke Jackson,2025-04-04,11,88.727,95.3,2334.09,91.8,0,0,1,0.081,0.045,2,4,2,0,3,2.92,0.14,6.78,1.0,50.0,0.0
592426,Luke Jackson,2025-04-05,8,87.612,94.7,2341.75,82.975,0,0,4,0.132,0.127,1,5,0,0,3,3.14,0.1,6.79,1.0,20.0,0.0
592426,Luke Jackson,2025-04-09,7,86.457,94.4,2219.29,88.333,0,1,3,0.314,0.322,1,4,0,0,2,3.28,-0.16,6.73,0.67,25.0,33.3
592426,Luke Jackson,2025-04-15,16,88.975,94.8,2322.62,88.171,1,2,7,0.325,0.394,1,8,1,0,3,2.93,-0.02,6.91,1.0,12.5,28.6
592426,Luke Jackson,2025-04-16,6,87.917,95.0,2313.67,81.1,0,0,3,0.165,0.174,1,4,0,0,3,3.26,-0.09,6.88,1.0,25.0,0.0
592426,Luke Jackson,2025-04-22,11,88.536,95.5,2340.18,81.8,0,1,3,0.105,0.098,0,3,0,0,3,2.92,-0.07,6.7,1.0,0.0,33.3
592426,Luke Jackson,2025-04-24,21,89.162,95.3,2266.33,87.5,0,0,5,0.499,0.438,2,7,1,1,3,2.83,-0.01,6.93,1.0,28.6,0.0
592426,Luke Jackson,2025-04-25,11,88.945,94.9,2283.64,77.233,0,0,3,0.069,0.034,0,3,1,0,2,2.8,0.13,6.88,0.67,0.0,0.0
592426,Luke Jackson,2025-04-27,1,86.1,86.1,2261.0,58.7,0,0,1,0.297,0.27,0,1,0,0,0,3.66,-0.26,6.7,0.0,0.0,0.0
592426,Luke Jackson,2025-04-30,20,89.535,95.4,2301.6,103.8,1,3,3,0.613,0.678,1,4,1,2,1,2.59,0.16,6.7,0.33,25.0,100.0
592426,Luke Jackson,2025-05-04,13,88.662,94.8,2305.31,81.4,0,1,3,0.146,0.045,1,6,2,0,3,3.03,0.01,6.83,1.0,16.7,33.3
592426,Luke Jackson,2025-05-10,19,89.3,95.0,2293.37,74.98,0,0,5,0.062,0.36,2,8,1,2,2,2.64,0.08,6.85,0.67,25.0,0.0
592426,Luke Jackson,2025-05-12,1,85.4,85.4,2412.0,111.2,0,1,1,0.663,0.631,0,1,0,0,0,4.0,0.0,6.7,0.0,0.0,100.0
592426,Luke Jackson,2025-05-18,15,89.113,94.3,2345.93,80.025,0,1,4,0.054,0.197,2,9,1,1,3,2.77,0.18,6.77,1.0,22.2,25.0
592426,Luke Jackson,2025-05-21,9,86.889,94.2,2337.56,104.667,1,2,3,0.727,1.043,0,3,0,0,1,3.33,-0.17,6.71,0.33,0.0,66.7
592426,Luke Jackson,2025-05-24,9,89.667,94.7,2314.44,103.4,0,1,1,0.291,0.477,1,2,0,1,1,2.45,0.48,6.83,0.33,50.0,100.0
592426,Luke Jackson,2025-05-25,5,87.82,93.4,2249.4,96.275,0,2,4,0.326,0.202,0,4,0,0,2,2.62,0.32,6.74,0.67,0.0,50.0
592426,Luke Jackson,2025-05-27,14,88.05,94.7,2410.5,84.12,0,1,5,0.395,0.469,0,6,0,0,3,3.11,-0.01,6.66,1.0,0.0,20.0
592426,Luke Jackson,2025-05-28,9,87.722,93.8,2438.0,80.45,0,1,2,0.078,0.081,1,3,1,0,2,3.18,0.08,6.73,0.67,33.3,50.0
592426,Luke Jackson,2025-06-01,15,89.993,95.5,2332.4,101.15,0,3,4,0.442,0.309,1,7,1,0,3,2.66,0.21,6.76,1.0,14.3,75.0
592426,Luke Jackson,2025-06-07,12,89.742,94.7,2263.83,97.85,0,2,2,0.253,0.385,0,3,0,1,2,2.52,0.3,6.86,0.67,0.0,100.0
592426,Luke Jackson,2025-06-11,15,89.993,95.4,2330.67,82.167,0,1,6,0.292,0.27,1,7,0,0,3,2.48,0.22,6.81,1.0,14.3,16.7
592426,Luke Jackson,2025-06-13,10,88.42,94.6,2326.6,82.22,0,2,5,0.418,0.303,1,6,1,0,3,2.83,0.12,6.68,1.0,16.7,40.0
592426,Luke Jackson,2025-06-14,13,90.192,95.5,2436.38,93.4,0,1,2,0.42,0.292,4,6,1,0,2,2.67,0.13,6.79,0.67,66.7,50.0
592426,Luke Jackson,2025-06-15,16,89.581,96.2,2383.25,70.483,0,1,6,0.155,0.129,1,9,1,0,3,2.84,0.09,6.73,1.0,11.1,16.7
592426,Luke Jackson,2025-06-18,10,89.55,95.3,2318.5,82.825,0,2,4,0.399,0.402,1,5,0,0,3,2.67,0.27,6.63,1.0,20.0,50.0
592426,Luke Jackson,2025-06-24,15,89.233,96.3,2241.67,86.68,0,2,5,0.263,0.243,2,7,1,0,4,2.89,0.17,6.75,1.33,28.6,40.0
592426,Luke Jackson,2025-06-27,19,88.495,95.0,,73.75,0,0,6,0.237,0.328,3,10,1,1,4,3.23,0.02,6.71,1.33,30.0,0.0
592426,Luke Jackson,2025-06-29,20,89.665,95.2,,76.875,0,3,8,0.3,0.244,2,10,1,0,4,2.8,0.22,6.72,1.33,20.0,37.5
592426,Luke Jackson,2025-07-05,14,89.514,94.9,2380.0,77.4,0,0,4,0.314,0.555,1,5,0,2,0,2.65,0.15,6.81,0.0,20.0,0.0
592426,Luke Jackson,2025-07-06,18,89.033,94.2,2302.06,81.05,0,1,8,0.167,0.115,2,10,1,0,4,2.75,0.13,6.72,1.33,20.0,12.5
592426,Luke Jackson,2025-07-09,20,88.65,95.7,2320.15,88.682,2,4,11,0.403,0.546,1,12,0,0,3,3.03,0.02,6.72,1.0,8.3,36.4
592426,Luke Jackson,2025-07-12,17,88.994,95.5,2448.88,89.2,0,1,2,0.103,0.263,1,4,1,1,2,2.82,-0.06,6.78,0.67,25.0,50.0
592426,Luke Jackson,2025-07-20,26,88.196,94.7,2372.65,89.886,1,3,7,0.226,0.375,2,9,1,1,5,2.86,0.03,6.68,1.67,22.2,42.9
592426,Luke Jackson,2025-07-22,12,89.467,94.2,2351.5,94.0,0,4,6,0.313,0.333,0,6,0,0,3,2.49,0.11,6.82,1.0,0.0,66.7
594798,Jacob deGrom,2025-03-30,73,91.281,98.1,2474.15,77.922,0,2,23,0.148,0.185,15,41,6,2,15,2.16,0.28,6.74,5.0,36.6,8.7
594798,Jacob deGrom,2025-04-05,82,93.332,98.3,2465.21,82.428,3,8,36,0.353,0.386,11,51,3,0,16,1.77,0.39,6.85,5.33,21.6,22.2
594798,Jacob deGrom,2025-04-11,87,91.597,97.6,2518.24,81.938,2,4,24,0.281,0.374,12,39,4,4,12,2.03,0.3,6.52,4.0,30.8,16.7
594798,Jacob deGrom,2025-04-18,96,93.14,98.9,2527.7,84.864,1,5,28,0.218,0.218,7,36,7,1,20,1.87,0.31,6.94,6.67,19.4,17.9
594798,Jacob deGrom,2025-04-24,83,91.211,98.5,2494.7,87.438,1,8,21,0.31,0.238,12,39,6,0,16,2.25,0.13,6.64,5.33,30.8,38.1
594798,Jacob deGrom,2025-04-29,65,92.512,99.6,2518.03,81.34,0,5,20,0.338,0.219,14,36,7,0,16,1.96,0.26,6.9,5.33,38.9,25.0
594798,Jacob deGrom,2025-05-04,89,91.847,98.8,2498.34,81.917,0,5,29,0.213,0.223,9,42,3,2,15,2.17,0.08,6.64,5.0,21.4,17.2
594798,Jacob deGrom,2025-05-10,90,92.867,99.3,2600.96,87.209,2,8,22,0.503,0.325,17,42,10,1,14,1.98,0.16,6.56,4.67,40.5,36.4
594798,Jacob deGrom,2025-05-15,96,93.065,99.2,2606.4,84.522,2,12,36,0.31,0.278,12,50,7,1,24,2.0,0.2,6.83,8.0,24.0,33.3
594798,Jacob deGrom,2025-05-21,103,92.799,99.3,2502.92,88.93,2,11,33,0.311,0.271,18,55,9,1,21,2.0,0.35,6.9,7.0,32.7,33.3
594798,Jacob deGrom,2025-05-26,81,93.222,98.2,2509.48,87.671,1,12,31,0.34,0.387,3,36,0,2,16,1.86,0.44,6.76,5.33,8.3,38.7
594798,Jacob deGrom,2025-06-01,81,92.002,98.4,2500.67,83.43,1,2,27,0.326,0.317,8,35,4,3,16,2.02,0.27,6.91,5.33,22.9,7.4
594798,Jacob deGrom,2025-06-07,81,93.311,99.3,2554.27,82.42,0,6,30,0.28,0.204,15,46,8,0,20,1.93,0.27,6.63,6.67,32.6,20.0
594798,Jacob deGrom,2025-06-14,82,92.689,99.4,2524.66,84.6,0,7,34,0.379,0.273,12,47,6,0,17,1.94,0.35,6.73,5.67,25.5,20.6
594798,Jacob deGrom,2025-06-20,84,92.967,100.3,2575.12,81.218,0,7,33,0.349,0.254,10,45,7,1,18,2.05,0.16,6.62,6.0,22.2,21.2
594798,Jacob deGrom,2025-06-25,89,92.975,100.1,2393.34,84.361,0,6,31,0.169,0.183,10,44,7,2,21,2.11,0.29,6.64,7.0,22.7,19.4
594798,Jacob deGrom,2025-07-01,92,93.093,99.4,2443.95,77.893,1,8,30,0.367,0.315,11,42,6,1,17,1.97,0.44,6.79,5.67,26.2,26.7
594798,Jacob deGrom,2025-07-07,95,94.517,100.0,2520.54,83.491,1,6,34,0.33,0.313,9,48,5,2,15,1.76,0.33,6.66,5.0,18.8,17.6
594798,Jacob deGrom,2025-07-12,90,94.292,99.6,2519.77,80.17,2,5,27,0.312,0.287,15,44,8,1,18,1.84,0.2,6.59,6.0,34.1,18.5
594798,Jacob deGrom,2025-07-22,86,93.262,98.8,2422.63,85.192,3,6,24,0.355,0.278,26,53,9,1,18,1.96,0.37,6.97,6.0,49.1,25.0
594798,Jacob deGrom,2025-07-28,91,93.604,98.9,2497.7,85.003,4,9,30,0.389,0.356,13,46,8,1,16,1.86,0.32,6.65,5.33,28.3,30.0
594798,Jacob deGrom,2025-08-03,95,93.311,99.8,2450.57,83.024,3,9,34,0.286,0.375,8,47,5,3,15,2.01,0.33,6.58,5.0,17.0,26.5
594798,Jacob deGrom,2025-08-09,99,93.393,99.8,2467.37,84.657,1,9,35,0.339,0.275,12,52,8,1,19,2.05,0.18,6.72,6.33,23.1,25.7
594798,Jacob deGrom,2025-08-15,84,94.251,100.0,2502.87,79.141,0,3,34,0.252,0.206,11,48,5,0,15,1.89,0.29,6.67,5.0,22.9,8.8
594798,Jacob deGrom,2025-08-25,90,93.469,99.7,2467.73,83.403,0,6,29,0.316,0.243,12,44,7,2,15,1.93,0.24,6.78,5.0,27.3,20.7
594798,Jacob deGrom,2025-08-31,79,93.962,99.2,2482.1,78.317,0,3,30,0.303,0.213,10,43,6,1,15,1.76,0.28,6.52,5.0,23.3,10.0
594798,Jacob deGrom,2025-09-06,97,93.59,99.0,2480.41,87.185,2,8,26,0.402,0.364,18,48,8,2,16,1.92,0.3,6.84,5.33,37.5,30.8
594798,Jacob deGrom,2025-09-12,88,94.176,99.6,2587.28,90.906,4,15,32,0.313,0.344,5,38,2,0,21,1.79,0.23,6.69,7.0,13.2,46.9
594798,Jacob deGrom,2025-09-17,92,93.352,99.7,2542.34,84.803,3,6,30,0.296,0.295,11,44,6,1,15,1.85,0.27,6.63,5.0,25.0,20.0
594798,Jacob deGrom,2025-09-24,74,93.527,99.4,2435.59,86.075,2,8,20,0.409,0.361,14,35,8,1,14,1.99,0.37,6.89,4.67,40.0,40.0
605218,Carl Edwards,2025-09-15,8,87.112,95.8,2421.25,85.0,0,0,4,0.044,0.032,1,5,1,0,3,2.84,-0.36,6.71,1.0,20.0,0.0
605218,Carl Edwards,2025-09-16,35,88.071,95.5,2359.14,80.95,0,1,8,0.246,0.308,6,16,3,2,6,2.61,-0.06,6.73,2.0,37.5,12.5
641540,Dane Dunning,2025-04-29,52,87.067,90.7,2169.21,76.363,1,4,19,0.322,0.331,5,24,3,2,8,2.6,0.45,6.88,2.67,20.8,21.1
641540,Dane Dunning,2025-06-23,37,87.422,92.0,2161.51,79.369,0,3,13,0.197,0.269,4,18,2,1,6,2.44,0.48,6.74,2.0,22.2,23.1
641540,Dane Dunning,2025-07-02,51,86.986,90.3,2161.1,83.385,3,4,20,0.302,0.469,1,22,1,1,9,2.37,0.4,6.81,3.0,4.5,20.0
641540,Dane Dunning,2025-07-08,37,86.395,90.9,2093.57,79.607,0,3,15,0.104,0.055,4,20,3,0,6,2.51,0.5,6.8,2.0,20.0,20.0
641540,Dane Dunning,2025-07-10,14,86.493,92.2,2254.57,89.933,1,1,3,0.366,0.483,3,6,1,0,2,2.53,0.31,6.76,0.67,50.0,33.3
641816,Tyler Mahle,2025-03-29,61,90.241,95.1,2263.82,85.355,1,4,11,0.453,0.467,8,21,3,4,5,1.7,0.83,6.46,1.67,38.1,36.4
641816,Tyler Mahle,2025-04-04,83,88.089,94.6,2161.41,81.004,1,5,27,0.288,0.285,10,39,5,2,15,1.92,0.67,6.44,5.0,25.6,18.5
641816,Tyler Mahle,2025-04-09,94,86.959,93.2,2165.7,80.651,1,9,37,0.232,0.235,8,46,4,1,21,2.01,0.76,6.48,7.0,17.4,24.3
641816,Tyler Mahle,2025-04-15,93,87.997,95.4,2294.61,78.956,0,3,27,0.29,0.2,16,46,9,2,17,1.96,0.58,6.58,5.67,34.8,11.1
641816,Tyler Mahle,2025-04-20,91,88.009,94.8,2130.56,81.5,1,4,31,0.212,0.242,6,39,4,3,21,1.97,0.89,6.56,7.0,15.4,12.9
