pitcher,player_name,game_date,Pitches_thrown,Avg_Velo,Max_Velo,Avg_Spin,EV_allowed,Barrel_allowed,Hard_Hit_allowed,Total_BIP,xBA_against,xwOBA_against,Whiff,Swing,K,BB,Outs,V_Break,H_Break,Release_Extension,IP_float,Whiff_pct,Hard_Hit_allowed_pct
641816,Tyler Mahle,2025-04-26,87,87.929,94.2,2275.69,84.852,1,9,33,0.417,0.421,5,39,1,1,12,2.04,0.54,6.49,4.0,12.8,27.3
641816,Tyler Mahle,2025-05-01,90,87.077,93.7,2067.03,77.821,0,6,39,0.381,0.29,10,52,6,1,18,2.13,0.78,6.52,6.0,19.2,15.4
641816,Tyler Mahle,2025-05-07,88,89.814,96.2,2263.45,85.674,2,10,38,0.32,0.404,4,45,0,1,14,1.6,0.79,6.54,4.67,8.9,26.3
641816,Tyler Mahle,2025-05-12,88,86.889,93.7,2108.98,79.339,0,3,33,0.193,0.164,10,46,5,1,18,2.18,0.7,6.59,6.0,21.7,9.1
641816,Tyler Mahle,2025-05-17,96,87.84,94.6,2202.71,81.728,4,10,36,0.385,0.431,10,47,3,2,17,2.1,0.54,6.68,5.67,21.3,27.8
641816,Tyler Mahle,2025-05-23,96,87.867,94.8,2207.12,81.192,1,8,37,0.347,0.363,7,46,2,3,13,1.86,0.82,6.6,4.33,15.2,21.6
641816,Tyler Mahle,2025-05-28,92,89.037,94.7,2187.26,84.558,1,11,33,0.279,0.303,11,45,5,3,17,1.89,0.78,6.7,5.67,24.4,33.3
641816,Tyler Mahle,2025-06-03,85,87.485,94.0,2101.06,78.592,0,8,36,0.31,0.265,13,50,5,2,16,2.0,0.61,6.42,5.33,26.0,22.2
641816,Tyler Mahle,2025-06-10,91,88.593,95.0,2338.79,86.955,4,9,31,0.405,0.465,11,44,3,1,15,1.98,0.37,6.55,5.0,25.0,29.0
641816,Tyler Mahle,2025-09-19,68,88.871,93.5,2118.04,82.655,1,5,22,0.404,0.333,8,30,6,1,14,1.81,0.98,6.64,4.67,26.7,22.7
641816,Tyler Mahle,2025-09-25,78,87.478,92.7,2199.69,86.296,2,5,23,0.274,0.308,7,38,4,1,13,1.95,0.87,6.67,4.33,18.4,21.7
642133,Rowdy Tellez,2025-08-16,23,56.826,75.6,1417.7,84.415,1,4,13,0.48,0.521,0,13,0,0,5,6.17,0.3,4.58,1.67,0.0,30.8
642520,Gerson Garabito,2025-03-29,24,89.1,95.6,2531.0,80.622,0,2,9,0.297,0.216,3,12,2,0,6,2.53,0.1,6.75,2.0,25.0,22.2
642520,Gerson Garabito,2025-03-31,46,86.948,94.3,2339.63,82.629,2,4,14,0.466,0.487,7,22,3,0,7,2.67,0.04,6.78,2.33,31.8,28.6
642520,Gerson Garabito,2025-04-07,51,89.6,96.0,2357.63,87.307,0,5,14,0.396,0.325,6,21,3,1,9,2.15,0.33,6.96,3.0,28.6,35.7
656641,Jacob Latz,2025-04-23,55,88.675,97.2,2302.02,87.75,0,3,14,0.198,0.26,6,21,2,3,12,2.23,0.39,6.61,4.0,28.6,21.4
656641,Jacob Latz,2025-04-26,1,85.3,85.3,2021.0,56.6,0,0,1,0.223,0.201,0,1,0,0,0,2.2,1.14,6.7,0.0,0.0,0.0
656641,Jacob Latz,2025-04-27,17,89.812,94.9,2252.71,85.325,1,2,8,0.353,0.484,2,10,0,0,4,1.62,0.61,6.6,1.33,20.0,25.0
656641,Jacob Latz,2025-05-01,17,88.771,95.1,2347.71,71.383,0,0,6,0.153,0.208,3,9,2,1,3,2.02,0.38,6.62,1.0,33.3,0.0
656641,Jacob Latz,2025-05-02,38,88.071,95.3,2320.05,85.983,2,4,12,0.486,0.587,6,18,0,1,5,2.07,0.52,6.56,1.67,33.3,33.3
656641,Jacob Latz,2025-05-08,49,89.598,97.6,2351.14,81.581,1,4,16,0.321,0.263,10,27,4,0,8,2.03,0.42,6.58,2.67,37.0,25.0
656641,Jacob Latz,2025-05-11,20,89.41,96.5,2412.55,92.167,0,2,3,0.728,0.537,5,8,1,1,1,2.18,0.2,6.51,0.33,62.5,66.7
656641,Jacob Latz,2025-05-23,11,91.773,95.9,2391.73,79.34,0,1,5,0.82,0.257,1,6,2,0,3,1.45,0.48,6.61,1.0,16.7,20.0
656641,Jacob Latz,2025-05-25,9,88.5,96.1,2318.22,70.325,0,1,4,0.204,0.125,1,5,1,0,2,2.12,0.5,6.6,0.67,20.0,25.0
656641,Jacob Latz,2025-05-27,50,88.026,95.7,2293.26,77.96,0,2,15,0.202,0.207,8,23,4,2,9,2.16,0.61,6.69,3.0,34.8,13.3
656641,Jacob Latz,2025-06-03,22,88.359,95.5,2316.82,75.44,0,1,5,0.189,0.087,5,10,3,0,4,2.22,0.27,6.66,1.33,50.0,20.0
656641,Jacob Latz,2025-06-05,8,88.588,96.4,2223.75,78.425,0,0,4,0.032,0.023,1,5,1,0,3,2.23,0.46,6.36,1.0,20.0,0.0
656641,Jacob Latz,2025-06-08,60,89.913,95.8,2251.57,78.822,1,3,18,0.341,0.236,9,27,6,2,7,1.84,0.71,6.75,2.33,33.3,16.7
656641,Jacob Latz,2025-06-11,25,88.76,94.9,2313.44,86.58,0,4,10,0.411,0.42,4,14,0,0,3,1.93,0.58,6.6,1.0,28.6,40.0
656641,Jacob Latz,2025-06-14,30,92.31,97.2,2385.57,86.314,1,2,7,0.164,0.228,4,12,3,1,6,1.44,0.72,6.7,2.0,33.3,28.6
656641,Jacob Latz,2025-06-19,82,88.67,95.7,2325.93,84.968,1,8,34,0.29,0.347,10,44,0,1,16,2.05,0.65,6.69,5.33,22.7,23.5
656641,Jacob Latz,2025-06-24,88,88.148,96.6,2257.39,80.968,0,7,28,0.312,0.295,11,40,4,3,17,2.29,0.49,6.57,5.67,27.5,25.0
656641,Jacob Latz,2025-06-29,39,88.679,95.4,,85.309,1,1,11,0.203,0.198,5,17,4,1,7,1.95,0.64,6.7,2.33,29.4,9.1
656641,Jacob Latz,2025-07-01,43,89.721,95.3,2299.53,83.569,0,3,13,0.352,0.271,10,23,3,0,9,1.75,0.7,6.61,3.0,43.5,23.1
656641,Jacob Latz,2025-07-06,58,88.914,95.4,2275.52,83.887,1,6,23,0.308,0.374,3,27,1,2,8,1.9,0.59,6.51,2.67,11.1,26.1
656641,Jacob Latz,2025-07-10,54,88.883,94.9,2168.04,80.162,0,3,16,0.458,0.25,12,29,6,1,10,1.95,0.63,6.63,3.33,41.4,18.8
656641,Jacob Latz,2025-07-20,84,88.146,96.2,2247.4,84.55,1,8,28,0.372,0.367,8,39,3,2,13,2.19,0.39,6.71,4.33,20.5,28.6
656641,Jacob Latz,2025-07-25,14,89.686,94.4,2177.29,78.971,1,1,7,0.294,0.621,0,7,0,1,1,1.64,0.68,6.64,0.33,0.0,14.3
656641,Jacob Latz,2025-07-26,20,89.255,95.6,2180.85,87.643,0,1,7,0.145,0.356,1,8,0,2,2,1.94,0.63,6.61,0.67,12.5,14.3
656641,Jacob Latz,2025-07-31,35,88.617,95.4,2336.4,87.143,0,3,7,0.438,0.41,5,16,1,1,4,2.04,0.42,6.65,1.33,31.2,42.9
656641,Jacob Latz,2025-08-20,43,87.991,96.8,2277.28,83.308,0,2,13,0.223,0.185,5,18,4,1,10,2.34,0.37,6.62,3.33,27.8,15.4
656641,Jacob Latz,2025-08-27,66,89.703,95.8,2226.97,82.97,1,5,20,0.371,0.332,8,28,5,1,12,1.7,0.7,6.65,4.0,28.6,25.0
656641,Jacob Latz,2025-09-02,71,89.254,97.9,2232.83,86.504,1,10,27,0.387,0.444,4,34,1,2,15,2.06,0.58,6.63,5.0,11.8,37.0
656641,Jacob Latz,2025-09-08,84,89.219,95.7,2314.21,80.647,1,6,30,0.257,0.273,11,42,4,1,15,1.83,0.54,6.64,5.0,26.2,20.0
656641,Jacob Latz,2025-09-14,88,88.51,96.6,2340.45,84.548,0,6,25,0.215,0.262,8,36,4,4,14,2.22,0.22,6.64,4.67,22.2,24.0
656641,Jacob Latz,2025-09-19,16,91.256,95.5,2376.69,82.683,0,1,6,0.451,0.494,0,6,0,1,2,1.57,0.47,6.66,0.67,0.0,16.7
656641,Jacob Latz,2025-09-21,10,85.56,93.0,2346.7,68.45,0,0,6,0.272,0.248,0,6,0,0,2,2.63,0.04,6.56,0.67,0.0,0.0
656641,Jacob Latz,2025-09-27,81,88.788,95.8,2214.4,81.079,1,6,29,0.499,0.372,13,42,6,0,14,2.09,0.49,6.62,4.67,31.0,20.7
657097,Jacob Webb,2025-03-28,15,88.933,94.9,2384.53,76.225,0,0,8,0.033,0.037,1,10,0,0,3,1.96,0.89,6.59,1.0,10.0,0.0
657097,Jacob Webb,2025-03-29,20,87.09,93.2,2307.5,86.489,1,3,9,0.466,0.499,1,10,2,0,6,2.2,0.58,6.36,2.0,10.0,33.3
657097,Jacob Webb,2025-04-02,13,85.069,92.8,2345.85,76.133,0,1,6,0.274,0.319,1,7,0,0,3,2.47,0.71,6.15,1.0,14.3,16.7
657097,Jacob Webb,2025-04-05,21,86.79,93.6,2310.24,74.575,0,2,12,0.298,0.268,1,13,1,0,3,2.15,1.01,6.47,1.0,7.7,16.7
657097,Jacob Webb,2025-04-06,17,86.694,94.1,2380.0,78.6,0,0,4,0.008,0.176,3,7,2,1,3,2.37,0.53,6.39,1.0,42.9,0.0
657097,Jacob Webb,2025-04-08,21,87.195,92.5,2320.38,82.34,0,3,10,0.615,0.46,3,13,1,0,3,2.05,0.74,6.41,1.0,23.1,30.0
657097,Jacob Webb,2025-04-13,12,86.5,94.1,2285.0,81.8,0,1,4,0.252,0.25,2,7,1,0,3,2.24,0.98,6.28,1.0,28.6,25.0
657097,Jacob Webb,2025-04-15,11,86.373,93.4,2363.18,80.9,0,1,2,0.09,0.269,2,4,0,0,1,2.39,0.81,6.45,0.33,50.0,50.0
657097,Jacob Webb,2025-04-16,12,89.442,94.0,2444.5,91.78,0,3,5,0.401,0.423,0,5,1,0,4,1.9,0.65,6.51,1.33,0.0,60.0
657097,Jacob Webb,2025-04-19,22,86.605,93.6,2383.77,78.586,0,1,7,0.213,0.202,2,9,1,0,6,2.22,0.93,6.46,2.0,22.2,14.3
657097,Jacob Webb,2025-04-22,10,85.81,93.3,2382.2,89.96,2,2,5,0.249,0.405,2,7,0,0,3,2.64,-0.17,6.16,1.0,28.6,40.0
657097,Jacob Webb,2025-04-26,17,88.671,94.1,2318.18,73.267,0,1,3,0.507,0.589,1,4,0,2,2,2.08,0.87,6.38,0.67,25.0,33.3
657097,Jacob Webb,2025-04-28,16,88.506,93.6,2380.75,75.075,0,0,4,0.039,0.022,4,9,2,0,4,2.1,0.55,6.38,1.33,44.4,0.0
657097,Jacob Webb,2025-05-01,9,87.6,92.8,2440.56,95.65,0,1,2,0.371,0.46,1,4,0,1,1,2.14,0.59,6.34,0.33,25.0,50.0
657097,Jacob Webb,2025-05-04,29,88.207,93.7,2296.83,87.588,0,2,8,0.251,0.316,2,11,0,0,6,2.1,0.66,6.37,2.0,18.2,25.0
657097,Jacob Webb,2025-05-07,9,89.6,93.9,2436.78,70.525,0,1,4,0.339,0.311,1,6,0,0,2,1.88,0.73,6.43,0.67,16.7,25.0
657097,Jacob Webb,2025-05-09,20,87.575,93.3,2351.35,75.517,0,0,6,0.003,0.173,1,8,2,1,3,1.95,0.9,6.41,1.0,12.5,0.0
657097,Jacob Webb,2025-05-12,11,87.764,94.3,2455.09,72.55,0,0,4,0.365,0.433,0,4,0,1,2,2.31,0.26,6.29,0.67,0.0,0.0
657097,Jacob Webb,2025-05-17,22,87.155,93.9,2512.14,82.825,0,0,4,0.018,0.281,2,7,2,2,3,2.4,0.09,6.32,1.0,28.6,0.0
657097,Jacob Webb,2025-05-20,18,88.428,94.5,2433.17,72.743,0,0,7,0.112,0.084,2,9,1,0,3,2.05,0.71,6.42,1.0,22.2,0.0
657097,Jacob Webb,2025-05-24,28,88.175,92.9,2423.46,80.675,0,0,8,0.154,0.287,2,11,1,2,2,2.0,0.66,6.4,0.67,18.2,0.0
657097,Jacob Webb,2025-05-26,9,88.856,94.5,2438.0,88.025,0,2,4,0.274,0.278,0,4,0,0,2,1.97,0.95,6.39,0.67,0.0,50.0
657097,Jacob Webb,2025-05-28,17,90.506,95.7,2452.76,72.278,1,2,9,0.454,0.618,1,10,0,0,3,1.89,0.75,6.48,1.0,10.0,22.2
657097,Jacob Webb,2025-05-31,18,88.683,94.9,2517.33,84.571,0,3,7,0.231,0.383,3,11,0,1,3,2.11,0.43,6.38,1.0,27.3,42.9
657097,Jacob Webb,2025-06-04,31,88.742,94.7,2388.42,78.267,0,0,15,0.387,0.216,4,20,2,0,4,1.97,0.77,6.22,1.33,20.0,0.0
657097,Jacob Webb,2025-06-08,29,89.531,95.0,2438.79,80.15,0,1,12,0.272,0.259,1,16,0,0,5,1.78,0.79,6.54,1.67,6.2,8.3
657097,Jacob Webb,2025-06-11,9,90.067,94.1,2352.89,81.05,0,0,4,0.147,0.101,2,6,1,0,3,1.74,0.83,6.44,1.0,33.3,0.0
657097,Jacob Webb,2025-06-13,22,89.868,94.3,2433.91,91.171,0,2,7,0.298,0.251,2,10,1,0,6,1.89,0.52,6.42,2.0,20.0,28.6
657097,Jacob Webb,2025-06-15,27,87.504,94.2,2332.44,81.883,1,2,6,0.518,0.37,8,15,3,1,4,2.29,0.7,6.42,1.33,53.3,33.3
657097,Jacob Webb,2025-06-18,16,87.525,93.9,2442.38,84.386,0,2,7,0.465,0.431,1,8,0,0,3,2.43,0.26,6.3,1.0,12.5,28.6
657097,Jacob Webb,2025-06-23,9,91.333,95.6,2528.33,55.65,0,0,2,0.15,0.091,1,3,1,0,3,1.6,0.6,6.29,1.0,33.3,0.0
657097,Jacob Webb,2025-06-25,6,90.783,94.8,2565.5,91.4,0,1,2,0.036,0.038,2,4,1,0,3,1.82,0.53,6.43,1.0,50.0,50.0
657097,Jacob Webb,2025-06-27,33,87.958,94.0,,81.854,0,4,13,0.33,0.337,2,16,0,0,6,2.3,0.56,6.4,2.0,12.5,30.8
657097,Jacob Webb,2025-06-30,19,87.9,94.7,2428.74,87.067,0,1,3,0.628,0.146,4,7,3,0,3,2.27,0.45,6.47,1.0,57.1,33.3
657097,Jacob Webb,2025-07-02,10,88.6,94.3,2448.1,81.15,0,0,4,0.305,0.214,4,8,1,0,3,2.16,0.47,6.25,1.0,50.0,0.0
657097,Jacob Webb,2025-07-04,6,89.433,94.6,2400.0,81.75,0,1,4,0.059,0.078,0,5,0,0,3,1.93,0.67,6.43,1.0,0.0,25.0
657097,Jacob Webb,2025-07-07,13,89.454,94.2,2552.46,84.833,0,0,3,0.038,0.015,1,5,2,0,3,1.97,0.48,6.38,1.0,20.0,0.0
657097,Jacob Webb,2025-07-09,7,86.143,94.9,2687.14,66.5,0,1,5,0.299,0.279,1,6,0,0,1,2.94,-0.43,6.27,0.33,16.7,20.0
657097,Jacob Webb,2025-07-12,11,87.827,94.1,2517.0,89.8,0,3,5,0.432,0.401,3,8,1,0,3,2.37,0.05,6.25,1.0,37.5,60.0
657097,Jacob Webb,2025-07-19,27,87.215,94.4,2494.44,83.7,1,4,10,0.147,0.223,1,11,0,0,6,2.31,0.62,6.3,2.0,9.1,40.0
657097,Jacob Webb,2025-07-25,17,88.7,93.7,2365.82,75.88,0,0,5,0.189,0.129,2,7,1,0,3,1.94,0.59,6.42,1.0,28.6,0.0
657097,Jacob Webb,2025-07-28,36,86.883,94.5,2462.78,71.508,1,2,13,0.459,0.24,4,18,4,0,5,2.35,0.43,6.23,1.67,22.2,15.4
657097,Jacob Webb,2025-08-21,21,87.733,93.8,2461.24,89.971,1,2,7,0.334,0.504,0,7,0,1,4,2.22,0.41,6.39,1.33,0.0,28.6
657097,Jacob Webb,2025-08-23,17,89.359,94.1,2450.18,78.16,0,0,5,0.245,0.291,3,8,1,0,3,1.9,0.73,6.51,1.0,37.5,0.0
657097,Jacob Webb,2025-08-25,28,88.043,93.9,2384.43,86.222,2,3,9,0.48,0.538,2,11,2,1,5,2.17,0.59,6.41,1.67,18.2,33.3
657097,Jacob Webb,2025-08-27,26,88.858,94.4,2463.96,72.873,0,1,11,0.034,0.134,4,16,2,1,5,1.87,0.72,6.39,1.67,25.0,9.1
657097,Jacob Webb,2025-08-30,10,89.28,94.4,2543.9,84.7,0,0,2,0.509,0.246,1,4,1,0,2,1.95,0.67,6.33,0.67,25.0,0.0
657097,Jacob Webb,2025-09-01,25,88.74,94.8,2503.44,84.7,0,3,10,0.199,0.144,3,16,2,0,7,2.18,0.38,6.27,2.33,18.8,30.0
657097,Jacob Webb,2025-09-08,19,87.942,92.9,2384.84,81.1,0,1,7,0.475,0.496,2,9,0,1,2,1.91,0.94,6.6,0.67,22.2,14.3
657097,Jacob Webb,2025-09-14,20,85.935,94.0,2515.3,86.5,0,2,6,0.131,0.06,2,9,2,0,3,2.82,-0.15,6.42,1.0,22.2,33.3
657097,Jacob Webb,2025-09-15,5,86.68,94.0,2481.8,101.5,0,2,2,0.582,0.684,1,3,0,0,1,2.41,0.78,6.3,0.33,33.3,100.0
657097,Jacob Webb,2025-09-20,21,88.886,94.1,2506.43,77.44,0,0,5,0.008,0.004,6,11,3,0,5,2.06,0.48,6.41,1.67,54.5,0.0
657097,Jacob Webb,2025-09-23,18,89.094,94.2,2544.61,83.775,0,1,4,0.308,0.31,2,6,1,1,4,2.08,0.42,6.37,1.33,33.3,25.0
657097,Jacob Webb,2025-09-25,25,87.116,94.1,2413.52,76.04,1,1,5,0.169,0.128,8,13,3,0,6,2.45,0.61,6.39,2.0,61.5,20.0
657097,Jacob Webb,2025-09-27,18,87.028,93.7,2455.94,90.825,0,1,4,0.196,0.109,4,8,2,0,5,2.26,0.56,6.37,1.67,50.0,25.0
664208,Phil Maton,2025-08-01,23,83.596,92.5,2848.87,85.4,1,2,5,0.254,0.381,3,10,1,1,3,3.09,-0.69,7.0,1.0,30.0,40.0
664208,Phil Maton,2025-08-02,15,84.773,90.8,2741.0,78.4,0,0,5,0.345,0.208,1,7,1,0,3,2.96,-0.62,6.98,1.0,14.3,0.0
664208,Phil Maton,2025-08-05,9,82.211,93.2,2907.33,87.367,0,0,3,0.488,0.295,0,3,1,0,2,3.49,-1.15,7.09,0.67,0.0,0.0
664208,Phil Maton,2025-08-10,11,82.436,89.9,2799.73,71.925,0,0,4,0.035,0.245,0,4,0,0,3,3.26,-0.63,6.92,1.0,0.0,0.0
664208,Phil Maton,2025-08-11,13,81.746,91.2,2925.31,67.55,0,0,6,0.506,0.319,1,7,1,0,3,3.62,-1.07,7.08,1.0,14.3,0.0
664208,Phil Maton,2025-08-13,24,84.846,91.5,2685.79,102.933,1,3,3,0.492,0.494,5,9,3,1,4,2.97,-0.19,7.06,1.33,55.6,100.0
664208,Phil Maton,2025-08-15,25,85.612,92.5,2860.52,89.1,0,1,3,0.314,0.326,4,7,2,2,3,2.84,-0.59,7.16,1.0,57.1,33.3
664208,Phil Maton,2025-08-18,12,86.208,90.0,2687.08,81.05,0,1,2,0.609,0.384,3,5,1,0,3,2.5,-0.32,6.94,1.0,60.0,50.0
664208,Phil Maton,2025-08-22,19,83.905,91.4,2786.05,80.833,0,1,6,0.992,0.234,4,11,3,0,3,3.13,-0.62,7.03,1.0,36.4,16.7
664208,Phil Maton,2025-08-26,4,88.05,91.2,2579.25,54.9,0,0,1,0.005,0.002,1,2,1,0,2,2.04,-0.44,6.88,0.67,50.0,0.0
664208,Phil Maton,2025-08-30,22,84.214,93.0,2942.59,80.729,0,1,7,0.137,0.23,3,13,2,1,3,3.07,-0.59,6.93,1.0,23.1,14.3
664208,Phil Maton,2025-08-31,29,85.466,93.0,2792.28,81.571,0,2,7,0.559,0.362,6,14,2,1,3,2.84,-0.47,6.94,1.0,42.9,28.6
664208,Phil Maton,2025-09-05,22,82.241,91.2,2830.41,82.56,0,2,5,0.653,0.276,6,12,3,0,4,3.52,-0.74,6.94,1.33,50.0,40.0
664208,Phil Maton,2025-09-07,23,82.622,91.1,2890.35,76.7,0,0,5,0.302,0.165,3,11,2,0,4,3.41,-0.69,7.15,1.33,27.3,0.0
664208,Phil Maton,2025-09-09,12,83.308,90.3,2821.83,73.75,0,0,2,0.466,0.28,2,5,1,0,3,3.31,-0.37,6.78,1.0,40.0,0.0
664208,Phil Maton,2025-09-10,10,82.84,89.9,2886.0,68.25,0,0,4,0.367,0.165,3,7,1,0,2,3.34,-0.67,7.15,0.67,42.9,0.0
664208,Phil Maton,2025-09-12,13,83.408,91.8,2893.46,89.6,0,1,2,0.119,0.04,4,6,2,0,3,3.43,-0.71,7.1,1.0,66.7,50.0
664208,Phil Maton,2025-09-13,15,83.32,91.4,2883.8,79.733,0,0,3,0.992,0.407,5,8,2,1,2,3.23,-0.85,6.99,0.67,62.5,0.0
664208,Phil Maton,2025-09-17,5,82.4,90.9,2929.6,94.8,0,0,1,0.476,0.448,0,1,0,0,1,3.09,-0.93,6.8,0.33,0.0,0.0
664208,Phil Maton,2025-09-19,18,82.944,92.0,2860.33,77.656,0,3,9,0.319,0.298,1,10,0,0,4,3.4,-0.69,6.91,1.33,10.0,33.3
664208,Phil Maton,2025-09-21,12,85.508,91.3,2786.92,69.725,0,0,4,0.684,0.205,5,9,2,0,2,2.78,-0.5,7.15,0.67,55.6,0.0
664208,Phil Maton,2025-09-24,14,85.55,91.6,2810.0,87.467,0,0,3,0.166,0.122,1,4,1,0,3,2.77,-0.54,7.18,1.0,25.0,0.0
664208,Phil Maton,2025-09-26,27,84.278,92.5,2786.48,79.018,0,3,11,0.133,0.231,3,14,1,1,3,3.04,-0.56,7.14,1.0,21.4,27.3
668390,Cole Winn,2025-05-16,40,91.012,96.4,2527.95,85.171,0,7,17,0.266,0.234,3,22,1,0,7,2.44,0.36,6.87,2.33,13.6,41.2
668390,Cole Winn,2025-05-23,14,91.629,96.1,2471.14,69.0,0,0,5,0.036,0.011,1,7,2,0,3,2.23,0.5,6.92,1.0,14.3,0.0
668390,Cole Winn,2025-05-26,11,92.873,95.4,2423.73,78.175,0,2,4,0.3,0.426,0,4,0,1,3,2.06,0.81,6.66,1.0,0.0,50.0
668390,Cole Winn,2025-05-31,27,92.185,96.6,2528.78,80.82,0,0,5,0.146,0.192,3,9,2,1,5,2.29,0.54,6.76,1.67,33.3,0.0
668390,Cole Winn,2025-06-04,17,92.9,96.5,2365.0,91.05,1,2,4,0.245,0.411,2,6,1,1,3,2.0,0.41,6.63,1.0,33.3,50.0
668390,Cole Winn,2025-06-10,12,92.65,96.1,2469.83,92.275,0,2,4,0.085,0.232,1,5,0,1,3,2.1,0.48,6.88,1.0,20.0,50.0
668390,Cole Winn,2025-06-12,16,89.962,95.5,2396.94,84.82,0,2,5,0.381,0.288,2,8,1,0,3,2.55,0.2,6.79,1.0,25.0,40.0
668390,Cole Winn,2025-06-13,18,93.022,96.8,2462.94,78.1,0,1,6,0.214,0.197,1,8,0,0,3,2.17,0.67,6.82,1.0,12.5,16.7
668390,Cole Winn,2025-06-15,27,91.863,97.9,2269.15,85.667,0,2,6,0.276,0.18,2,11,2,0,4,2.18,0.66,6.84,1.33,18.2,33.3
668390,Cole Winn,2025-06-19,18,91.489,96.5,2413.83,81.173,1,3,11,0.222,0.359,0,12,0,1,4,2.23,0.31,6.75,1.33,0.0,27.3
668390,Cole Winn,2025-06-25,10,92.35,96.5,2230.4,97.3,0,2,2,0.336,0.203,2,4,1,0,3,1.82,0.61,6.73,1.0,50.0,100.0
668390,Cole Winn,2025-06-27,18,91.017,95.9,,100.82,1,4,5,0.503,0.593,2,7,1,1,3,2.46,0.38,6.86,1.0,28.6,80.0
668390,Cole Winn,2025-06-29,20,92.6,96.9,,79.444,1,2,9,0.313,0.462,3,13,0,0,6,2.06,0.46,6.88,2.0,23.1,22.2
668390,Cole Winn,2025-07-21,16,93.3,97.1,2298.56,91.95,0,1,2,0.012,0.181,1,5,1,1,3,1.84,0.61,7.0,1.0,20.0,50.0
668390,Cole Winn,2025-07-27,19,92.279,96.8,2237.26,83.233,1,1,6,0.677,0.298,5,11,3,0,3,1.93,0.65,6.89,1.0,45.5,16.7
668390,Cole Winn,2025-07-28,15,90.213,97.4,2428.33,93.167,1,1,3,0.322,0.382,4,8,1,0,3,2.52,0.26,6.99,1.0,50.0,33.3
668390,Cole Winn,2025-08-02,17,93.888,98.1,2154.18,83.02,0,0,5,0.009,0.179,3,8,1,1,3,1.76,0.89,6.9,1.0,37.5,0.0
668390,Cole Winn,2025-08-03,13,91.338,97.5,2291.85,87.825,0,1,4,0.292,0.193,4,8,2,0,3,2.32,0.63,6.89,1.0,50.0,25.0
668390,Cole Winn,2025-08-06,19,92.389,97.7,2304.47,90.412,0,2,8,0.136,0.318,0,8,0,2,4,2.07,0.67,6.84,1.33,0.0,25.0
668390,Cole Winn,2025-08-08,19,91.468,97.4,2339.16,91.4,0,3,8,0.342,0.343,0,10,0,0,4,2.23,0.31,6.77,1.33,0.0,37.5
668390,Cole Winn,2025-08-10,16,90.569,98.1,2316.69,81.543,0,0,7,0.332,0.255,1,8,1,0,6,2.51,0.27,6.85,2.0,12.5,0.0
668390,Cole Winn,2025-08-12,22,90.577,96.8,2281.55,75.6,0,1,5,0.562,0.149,3,11,3,0,3,2.46,0.54,6.86,1.0,27.3,20.0
668390,Cole Winn,2025-08-15,10,90.6,96.3,2110.7,83.725,0,1,4,0.184,0.169,0,4,0,0,3,2.34,0.79,7.14,1.0,0.0,25.0
668390,Cole Winn,2025-08-17,19,93.168,97.7,2254.32,89.014,0,2,7,,0.461,0,7,1,2,1,1.77,0.71,6.79,0.33,0.0,28.6
668390,Cole Winn,2025-08-19,29,91.738,97.2,2307.14,77.329,1,1,7,0.522,0.597,2,9,2,1,3,2.12,0.25,6.79,1.0,22.2,14.3
668390,Cole Winn,2025-09-06,29,92.138,97.6,2475.79,91.288,0,3,8,0.305,0.311,4,13,1,1,5,2.08,0.38,6.76,1.67,30.8,37.5
668390,Cole Winn,2025-09-08,18,93.794,96.7,2492.17,92.58,1,2,5,0.267,0.405,0,5,0,0,3,1.7,0.59,6.84,1.0,0.0,40.0
668390,Cole Winn,2025-09-13,15,94.047,98.2,2386.67,90.033,0,0,3,0.954,0.406,0,5,2,0,2,1.63,0.38,6.99,0.67,0.0,0.0
668390,Cole Winn,2025-09-14,9,93.867,96.3,2303.33,94.067,1,2,3,0.461,0.716,0,3,0,0,2,1.78,0.54,7.0,0.67,0.0,66.7
668390,Cole Winn,2025-09-16,21,91.39,96.9,2454.48,86.86,0,2,5,0.484,0.423,1,8,1,1,3,2.24,0.4,6.74,1.0,12.5,40.0
668390,Cole Winn,2025-09-19,18,91.067,97.1,2400.44,81.9,1,1,7,0.293,0.234,2,11,2,0,5,2.33,0.28,6.84,1.67,18.2,14.3
668390,Cole Winn,2025-09-21,13,92.915,97.1,2220.92,95.975,1,3,4,0.424,0.4,2,6,1,0,3,1.81,0.63,6.82,1.0,33.3,75.0
668390,Cole Winn,2025-09-23,34,91.988,96.0,2374.47,81.062,0,2,13,0.109,0.153,5,18,2,0,6,1.93,0.51,6.91,2.0,27.8,15.4
676051,Codi Heuer,2025-06-03,20,91.42,96.5,2309.55,86.14,1,2,10,0.212,0.288,3,15,1,0,4,1.86,0.7,7.16,1.33,20.0,20.0
676395,Robert Garcia,2025-03-27,24,91.946,95.8,2093.5,77.343,0,0,7,0.33,0.506,5,13,0,2,2,1.96,0.94,6.42,0.67,38.5,0.0
676395,Robert Garcia,2025-03-29,22,89.973,94.1,1972.95,69.125,0,1,8,0.314,0.313,4,12,1,1,3,2.58,0.89,6.33,1.0,33.3,12.5
676395,Robert Garcia,2025-03-30,10,87.78,93.3,2223.1,95.067,2,2,3,0.491,0.567,2,6,1,0,3,2.52,0.3,6.57,1.0,33.3,66.7
